userName,score,at,content,polarity_score,sentiment,content_stopwords,content_stemmed,cleaned_tokenized_stemmed,cleaned_sentence
Napsiah 16,2,6/22/2024 6:34,pengaturan linimasa seperti dulu lagi dong min sebelum update jadi walaupun  email di pake  hp tetap terlihat linimasa nya di kedua hp itu bukan hanya terlihat di pemilik email di hp utama saja jadi kita bisa melihat linimasa orang lain,-12,NEGATIVE,pengaturan linimasa dulu dong min update jadi walaupun email pake hp tetap terlihat linimasa nya kedua hp bukan terlihat pemilik email hp utama jadi melihat linimasa orang,atur linimasa dulu dong min update jadi walaupun email pake hp tetap lihat linimasa nya dua hp bukan lihat milik email hp utama jadi lihat linimasa orang,"['atur', 'linimasa', 'dulu', 'dong', 'min', 'update', 'jadi', 'walaupun', 'email', 'pake', 'hp', 'tetap', 'lihat', 'linimasa', 'nya', 'dua', 'hp', 'bukan', 'lihat', 'milik', 'email', 'hp', 'utama', 'jadi', 'lihat', 'linimasa', 'orang']",atur linimasa dulu dong min update jadi walaupun email pake hp tetap lihat linimasa nya dua hp bukan lihat milik email hp utama jadi lihat linimasa orang
Fan Fan,1,6/22/2024 1:32,linimasa di gabung  perangkat tidak bisa cek  persatu riwayat perjalanan setiap email pada hp yang berbeda tidak seperti dulu,-32,NEGATIVE,linimasa gabung perangkat cek persatu riwayat perjalanan email hp berbeda dulu,linimasa gabung perangkat cek satu riwayat jalan email hp beda dulu,"['linimasa', 'gabung', 'perangkat', 'cek', 'satu', 'riwayat', 'jalan', 'email', 'hp', 'beda', 'dulu']",linimasa gabung perangkat cek satu riwayat jalan email hp beda dulu
Al Ayyubi,1,6/21/2024 15:24,lokasi gambar foto tidak up to date katanya pakai satelit tapi tidak up to date sama sekali nama danlokasi sering tidak akurat dantidak sesuai dengan hasil di lapangan banyak terdapat kesalahan nama danlokasi yang salah,-17,NEGATIVE,lokasi gambar foto up to date katanya pakai satelit up to date sama sekali nama danlokasi sering akurat dantidak sesuai hasil lapangan banyak terdapat kesalahan nama danlokasi salah,lokasi gambar foto up to date kata pakai satelit up to date sama sekali nama danlokasi sering akurat dantidak sesuai hasil lapang banyak dapat salah nama danlokasi salah,"['lokasi', 'gambar', 'foto', 'up', 'to', 'date', 'kata', 'pakai', 'satelit', 'up', 'to', 'date', 'sama', 'sekali', 'nama', 'danlokasi', 'sering', 'akurat', 'dantidak', 'sesuai', 'hasil', 'lapang', 'banyak', 'dapat', 'salah', 'nama', 'danlokasi', 'salah']",lokasi gambar foto up to date kata pakai satelit up to date sama sekali nama danlokasi sering akurat dantidak sesuai hasil lapang banyak dapat salah nama danlokasi salah
Eddie _,1,6/21/2024 12:39,kenapa akun kami jadi ditangguhkan lokasi tidak lagi bisa dilihat secara publik melalui google maps sudah mencoba untukmembuat yang baru supaya lokasi kami terlihat di google tapi status tetap saja dalam proses berhari hari tanpa perkembangan,-11,NEGATIVE,akun jadi ditangguhkan lokasi dilihat publik melalui google maps mencoba untukmembuat baru lokasi terlihat google status tetap proses berhari hari perkembangan,akun jadi tangguh lokasi lihat publik lalu google maps coba untukmembuat baru lokasi lihat google status tetap proses hari hari kembang,"['akun', 'jadi', 'tangguh', 'lokasi', 'lihat', 'publik', 'lalu', 'google', 'maps', 'coba', 'untukmembuat', 'baru', 'lokasi', 'lihat', 'google', 'status', 'tetap', 'proses', 'hari', 'hari', 'kembang']",akun jadi tangguh lokasi lihat publik lalu google maps coba untukmembuat baru lokasi lihat google status tetap proses hari hari kembang
Subowo,5,6/21/2024 12:31,setelah diupdate malah hilang linimasa saya padahal tidak merubah setelan apapun untukmemilih perangkat yang mau disimpan linimasanya juga hilang tempat ceklis nya padahal untuksaya sangat penting linimasa tersebut untukmengetahui kemana saja keluarga saya seharian,-22,NEGATIVE,diupdate malah hilang linimasa padahal merubah setelan apapun untukmemilih perangkat mau disimpan linimasanya hilang tempat ceklis nya padahal untuksaya sangat penting linimasa tersebut untukmengetahui keluarga seharian,diupdate malah hilang linimasa padahal rubah setel apa untukmemilih perangkat mau simpan linimasanya hilang tempat ceklis nya padahal untuksaya sangat penting linimasa sebut untukmengetahui keluarga hari,"['diupdate', 'malah', 'hilang', 'linimasa', 'padahal', 'rubah', 'setel', 'apa', 'untukmemilih', 'perangkat', 'mau', 'simpan', 'linimasanya', 'hilang', 'tempat', 'ceklis', 'nya', 'padahal', 'untuksaya', 'sangat', 'penting', 'linimasa', 'sebut', 'untukmengetahui', 'keluarga', 'hari']",diupdate malah hilang linimasa padahal rubah setel apa untukmemilih perangkat mau simpan linimasanya hilang tempat ceklis nya padahal untuksaya sangat penting linimasa sebut untukmengetahui keluarga hari
visensius daniel,1,6/21/2024 10:21,kita ingin memberikan dukung ulasan orang lain tidak bisa kita tekan membantu tiba tiba tidak terhitung memberikan ulasan apalagi kolom tanya jawab kita sudah ketik panjang danmengirimnya tapi tidak muncul,-12,NEGATIVE,memberikan dukung ulasan orang tekan membantu tiba tiba terhitung memberikan ulasan kolom tanya jawab ketik panjang danmengirimnya muncul,beri dukung ulas orang tekan bantu tiba tiba hitung beri ulas kolom tanya jawab ketik panjang danmengirimnya muncul,"['beri', 'dukung', 'ulas', 'orang', 'tekan', 'bantu', 'tiba', 'tiba', 'hitung', 'beri', 'ulas', 'kolom', 'tanya', 'jawab', 'ketik', 'panjang', 'danmengirimnya', 'muncul']",beri dukung ulas orang tekan bantu tiba tiba hitung beri ulas kolom tanya jawab ketik panjang danmengirimnya muncul
Ade Setiadi,2,6/21/2024 7:39,tiap  hari sekali maps error dari aplikasi maxim maps mobil saya pindahin ke motor tidak bisa di klik danitu saya uninstal terus langsung update kadang  atau  hari sekali,-15,NEGATIVE,tiap hari sekali maps error aplikasi maxim maps mobil pindahin motor klik danitu uninstal terus langsung update kadang hari sekali,tiap hari sekali maps error aplikasi maxim maps mobil pindahin motor klik danitu uninstal terus langsung update kadang hari sekali,"['tiap', 'hari', 'sekali', 'maps', 'error', 'aplikasi', 'maxim', 'maps', 'mobil', 'pindahin', 'motor', 'klik', 'danitu', 'uninstal', 'terus', 'langsung', 'update', 'kadang', 'hari', 'sekali']",tiap hari sekali maps error aplikasi maxim maps mobil pindahin motor klik danitu uninstal terus langsung update kadang hari sekali
BALI MUSIC CHANEL,4,6/20/2024 19:15,tidak bisa memilih linimasa perangkat yang di inginkan sebelumnya bisa setelah update hanya di perangkat sendiri terlihat,-16,NEGATIVE,memilih linimasa perangkat inginkan sebelumnya update perangkat sendiri terlihat,pilih linimasa perangkat ingin belum update perangkat sendiri lihat,"['pilih', 'linimasa', 'perangkat', 'ingin', 'belum', 'update', 'perangkat', 'sendiri', 'lihat']",pilih linimasa perangkat ingin belum update perangkat sendiri lihat
Rayhan Berjihad,4,6/20/2024 19:05,saya mau jawab pertanyaan sederhana yang hanya menjawab ya tidak tapi tidak adatombol ya tidak sama sekali atau suara jadi bagaimana aku menjawabnya tolong perbaiki cacat ini,-19,NEGATIVE,mau jawab pertanyaan sederhana menjawab adatombol sama sekali suara jadi bagaimana aku menjawabnya perbaiki cacat,mau jawab tanya sederhana jawab adatombol sama sekali suara jadi bagaimana aku jawab baik cacat,"['mau', 'jawab', 'tanya', 'sederhana', 'jawab', 'adatombol', 'sama', 'sekali', 'suara', 'jadi', 'bagaimana', 'aku', 'jawab', 'baik', 'cacat']",mau jawab tanya sederhana jawab adatombol sama sekali suara jadi bagaimana aku jawab baik cacat
Agustinus Hariadi,5,6/20/2024 17:46,tolong dong maps nya suka error yang menyebutkan maps tidak menanggapi soalnya lagi dibuat tarik gojek jadi sangat bermasalah sekali untukpara drivernya terimakasih saudara,-16,NEGATIVE,dong maps nya suka error menyebutkan maps menanggapi soalnya dibuat tarik gojek jadi sangat bermasalah sekali untukpara drivernya terimakasih saudara,dong maps nya suka error sebut maps tanggap soal buat tarik gojek jadi sangat masalah sekali untukpara drivernya terimakasih saudara,"['dong', 'maps', 'nya', 'suka', 'error', 'sebut', 'maps', 'tanggap', 'soal', 'buat', 'tarik', 'gojek', 'jadi', 'sangat', 'masalah', 'sekali', 'untukpara', 'drivernya', 'terimakasih', 'saudara']",dong maps nya suka error sebut maps tanggap soal buat tarik gojek jadi sangat masalah sekali untukpara drivernya terimakasih saudara
APA Ha,5,6/20/2024 14:47,aplikasinya sangat membantu bagi saya yang suka berpergian tapi saya tidak tau tempat untungnya adaaplikasi google maps yang bisa mengarahkan jalan sesuai yang di tuju,-30,NEGATIVE,aplikasinya sangat membantu suka berpergian tau tempat untungnya adaaplikasi google maps mengarahkan jalan sesuai tuju,aplikasi sangat bantu suka pergi tau tempat untung adaaplikasi google maps arah jalan sesuai tuju,"['aplikasi', 'sangat', 'bantu', 'suka', 'pergi', 'tau', 'tempat', 'untung', 'adaaplikasi', 'google', 'maps', 'arah', 'jalan', 'sesuai', 'tuju']",aplikasi sangat bantu suka pergi tau tempat untung adaaplikasi google maps arah jalan sesuai tuju
Siti zarqaa laurinda Pribadi,1,6/20/2024 7:40,setelah beberapa minggu ini perjalanan saya di linimasa tidak tercatat sama sekali sehingga fitur linimasa saya seakan tidak pergi kemana imbas nya ke aplikasi daring saya yang lain jadi terhambat karena informasi lokasi saya tidak terbaca oleh sistem,-52,NEGATIVE,beberapa minggu perjalanan linimasa tercatat sama sekali fitur linimasa seakan pergi imbas nya aplikasi daring jadi terhambat informasi lokasi terbaca sistem,beberapa minggu jalan linimasa catat sama sekali fitur linimasa akan pergi imbas nya aplikasi daring jadi hambat informasi lokasi baca sistem,"['beberapa', 'minggu', 'jalan', 'linimasa', 'catat', 'sama', 'sekali', 'fitur', 'linimasa', 'akan', 'pergi', 'imbas', 'nya', 'aplikasi', 'daring', 'jadi', 'hambat', 'informasi', 'lokasi', 'baca', 'sistem']",beberapa minggu jalan linimasa catat sama sekali fitur linimasa akan pergi imbas nya aplikasi daring jadi hambat informasi lokasi baca sistem
Antoni Wijaya,1,6/19/2024 23:40,semakin buruk linimasa tidak jalan tidak bisa pilih perangkat mana yang mau diaktifkan benar mengecewakan kembalikan histori linimasa seperti dulu,-22,NEGATIVE,semakin buruk linimasa jalan pilih perangkat mana mau diaktifkan benar mengecewakan kembalikan histori linimasa dulu,makin buruk linimasa jalan pilih perangkat mana mau aktif benar kecewa kembali histori linimasa dulu,"['makin', 'buruk', 'linimasa', 'jalan', 'pilih', 'perangkat', 'mana', 'mau', 'aktif', 'benar', 'kecewa', 'kembali', 'histori', 'linimasa', 'dulu']",makin buruk linimasa jalan pilih perangkat mana mau aktif benar kecewa kembali histori linimasa dulu
irmawati berutu,1,6/19/2024 20:15,lebih bagus lagi yang kemarin yang terbaru tidak bisa melihat linimasa suami padahal dulu bisa melihat linimasa suami saya dari hp saya pake akunnya tolong dong diperbaiki supaya saya bisa melihat linimasa suami saya dari hp saya,-25,NEGATIVE,lebih bagus kemarin terbaru melihat linimasa suami padahal dulu melihat linimasa suami hp pake akunnya dong diperbaiki melihat linimasa suami hp,lebih bagus kemarin baru lihat linimasa suami padahal dulu lihat linimasa suami hp pake akun dong baik lihat linimasa suami hp,"['lebih', 'bagus', 'kemarin', 'baru', 'lihat', 'linimasa', 'suami', 'padahal', 'dulu', 'lihat', 'linimasa', 'suami', 'hp', 'pake', 'akun', 'dong', 'baik', 'lihat', 'linimasa', 'suami', 'hp']",lebih bagus kemarin baru lihat linimasa suami padahal dulu lihat linimasa suami hp pake akun dong baik lihat linimasa suami hp
Mukti Irianingsih,5,6/19/2024 18:56,saya sangat terbantu dengan geogle maps jika rindu kampung halaman danbisa mengontrol keadaan rumah walau jarak jauh danjuga membantu cari alamat jika berpergian semoga kedepannya lebih canggih lagi,-15,NEGATIVE,sangat terbantu geogle maps rindu kampung halaman danbisa mengontrol keadaan rumah jarak jauh danjuga membantu cari alamat berpergian semoga kedepannya lebih canggih,sangat bantu geogle maps rindu kampung halaman danbisa kontrol ada rumah jarak jauh danjuga bantu cari alamat pergi moga depan lebih canggih,"['sangat', 'bantu', 'geogle', 'maps', 'rindu', 'kampung', 'halaman', 'danbisa', 'kontrol', 'ada', 'rumah', 'jarak', 'jauh', 'danjuga', 'bantu', 'cari', 'alamat', 'pergi', 'moga', 'depan', 'lebih', 'canggih']",sangat bantu geogle maps rindu kampung halaman danbisa kontrol ada rumah jarak jauh danjuga bantu cari alamat pergi moga depan lebih canggih
Andry Rustam,5,6/19/2024 15:37,ini saya kasih bintang  semoga maps dapat memperbaiki sistem nya danjika adapemotongan bulanan terhadap aplikasi livin mandiri mohon di sertakan rincian nya,-10,NEGATIVE,kasih bintang semoga maps memperbaiki sistem nya danjika adapemotongan bulanan aplikasi livin mandiri mohon sertakan rincian nya,kasih bintang moga maps baik sistem nya danjika adapemotongan bulan aplikasi livin mandiri mohon serta rincian nya,"['kasih', 'bintang', 'moga', 'maps', 'baik', 'sistem', 'nya', 'danjika', 'adapemotongan', 'bulan', 'aplikasi', 'livin', 'mandiri', 'mohon', 'serta', 'rincian', 'nya']",kasih bintang moga maps baik sistem nya danjika adapemotongan bulan aplikasi livin mandiri mohon serta rincian nya
Lukman Hakim,5,6/19/2024 10:06,aplikasi nya memang bagus walaupun saya sering tertinggal mapsnya tetapi saya tetap ksh bingtang  cuma saya mau tanya kenapa maps nya saya sering eror setiap mau berbagi tidak bisa sesuai titik,-5,NEGATIVE,aplikasi nya memang bagus walaupun sering tertinggal mapsnya tetap ksh bingtang cuma mau tanya maps nya sering eror mau berbagi sesuai titik,aplikasi nya memang bagus walaupun sering tinggal mapsnya tetap ksh bingtang cuma mau tanya maps nya sering eror mau bagi sesuai titik,"['aplikasi', 'nya', 'memang', 'bagus', 'walaupun', 'sering', 'tinggal', 'mapsnya', 'tetap', 'ksh', 'bingtang', 'cuma', 'mau', 'tanya', 'maps', 'nya', 'sering', 'eror', 'mau', 'bagi', 'sesuai', 'titik']",aplikasi nya memang bagus walaupun sering tinggal mapsnya tetap ksh bingtang cuma mau tanya maps nya sering eror mau bagi sesuai titik
Josephine Ellena,1,6/18/2024 10:05,setelah update malah bikin bingung biasanya saat cari rute bisa langsung mulai dari titik tapi sekarang harus isi rute berangkat dantujuan,-21,NEGATIVE,update malah bikin bingung biasanya cari rute langsung mulai titik sekarang isi rute berangkat dantujuan,update malah bikin bingung biasa cari rute langsung mulai titik sekarang isi rute berangkat dantujuan,"['update', 'malah', 'bikin', 'bingung', 'biasa', 'cari', 'rute', 'langsung', 'mulai', 'titik', 'sekarang', 'isi', 'rute', 'berangkat', 'dantujuan']",update malah bikin bingung biasa cari rute langsung mulai titik sekarang isi rute berangkat dantujuan
Rina Listia,1,6/18/2024 8:48,saya sudah ganti jenis maps nya ke satelit tapi tetap berganti ke default tolong diperbaiki lagi bug nya,-4,NEGATIVE,ganti jenis maps nya satelit tetap berganti default diperbaiki bug nya,ganti jenis maps nya satelit tetap ganti default baik bug nya,"['ganti', 'jenis', 'maps', 'nya', 'satelit', 'tetap', 'ganti', 'default', 'baik', 'bug', 'nya']",ganti jenis maps nya satelit tetap ganti default baik bug nya
Turitno Ritno,1,6/18/2024 6:26,kenapa sekarang maps semakin jelek tidak adapilihan kendaraan motor terus jalurnya tidak otomatis menyesuaikan arah jadi sangat merepotkan saat berkendara harus putar layar jadi untuksekarang mau tidak mau pakai aplikasi lain dulu sangat kecewa,-26,NEGATIVE,sekarang maps semakin jelek adapilihan kendaraan motor terus jalurnya otomatis menyesuaikan arah jadi sangat merepotkan berkendara putar layar jadi untuksekarang mau mau pakai aplikasi dulu sangat kecewa,sekarang maps makin jelek adapilihan kendara motor terus jalur otomatis sesuai arah jadi sangat repot kendara putar layar jadi untuksekarang mau mau pakai aplikasi dulu sangat kecewa,"['sekarang', 'maps', 'makin', 'jelek', 'adapilihan', 'kendara', 'motor', 'terus', 'jalur', 'otomatis', 'sesuai', 'arah', 'jadi', 'sangat', 'repot', 'kendara', 'putar', 'layar', 'jadi', 'untuksekarang', 'mau', 'mau', 'pakai', 'aplikasi', 'dulu', 'sangat', 'kecewa']",sekarang maps makin jelek adapilihan kendara motor terus jalur otomatis sesuai arah jadi sangat repot kendara putar layar jadi untuksekarang mau mau pakai aplikasi dulu sangat kecewa
Ryan Goojek,5,6/18/2024 0:29,buat kalian driver ojol yang mau bagus akun nya sering sering upgrade maps usahakan akurasi gps tinggi saya bukan nya promosi hp ya maaf maaf saja saya pakai realmi c ram  akurasi gps stabil bisa di atur akurasi tinggi enak sangat kalau pakai gojek orderan stabil sehari full pagi sampai malam alhamdulillah tembus  kadang lebih yang penting akurasi gps tinggi usahakan cari lokasi ramai order contoh jam berangkat sekolah pulang sekolah pulang kerja jam kerja cari lokasi ramai org,2,POSITIVE,buat kalian driver ojol mau bagus akun nya sering sering upgrade maps usahakan akurasi gps tinggi bukan nya promosi hp maaf maaf pakai realmi c ram akurasi gps stabil atur akurasi tinggi enak sangat kalau pakai gojek orderan stabil sehari full pagi malam alhamdulillah tembus kadang lebih penting akurasi gps tinggi usahakan cari lokasi ramai order contoh jam berangkat sekolah pulang sekolah pulang kerja jam kerja cari lokasi ramai org,buat kalian driver ojol mau bagus akun nya sering sering upgrade maps usaha akurasi gps tinggi bukan nya promosi hp maaf maaf pakai realmi c ram akurasi gps stabil atur akurasi tinggi enak sangat kalau pakai gojek order stabil hari full pagi malam alhamdulillah tembus kadang lebih penting akurasi gps tinggi usaha cari lokasi ramai order contoh jam berangkat sekolah pulang sekolah pulang kerja jam kerja cari lokasi ramai org,"['buat', 'kalian', 'driver', 'ojol', 'mau', 'bagus', 'akun', 'nya', 'sering', 'sering', 'upgrade', 'maps', 'usaha', 'akurasi', 'gps', 'tinggi', 'bukan', 'nya', 'promosi', 'hp', 'maaf', 'maaf', 'pakai', 'realmi', 'c', 'ram', 'akurasi', 'gps', 'stabil', 'atur', 'akurasi', 'tinggi', 'enak', 'sangat', 'kalau', 'pakai', 'gojek', 'order', 'stabil', 'hari', 'full', 'pagi', 'malam', 'alhamdulillah', 'tembus', 'kadang', 'lebih', 'penting', 'akurasi', 'gps', 'tinggi', 'usaha', 'cari', 'lokasi', 'ramai', 'order', 'contoh', 'jam', 'berangkat', 'sekolah', 'pulang', 'sekolah', 'pulang', 'kerja', 'jam', 'kerja', 'cari', 'lokasi', 'ramai', 'org']",buat kalian driver ojol mau bagus akun nya sering sering upgrade maps usaha akurasi gps tinggi bukan nya promosi hp maaf maaf pakai realmi c ram akurasi gps stabil atur akurasi tinggi enak sangat kalau pakai gojek order stabil hari full pagi malam alhamdulillah tembus kadang lebih penting akurasi gps tinggi usaha cari lokasi ramai order contoh jam berangkat sekolah pulang sekolah pulang kerja jam kerja cari lokasi ramai org
singgih prayogi,5,6/17/2024 14:02,seharusnya google maps ini menambahkan fitur kondisi cuaca di setiap jalan yang akan di lalui oleh pengguna sehingga pengguna gmaps khususnya di indonesia agar bisa persiapan mantel hujan bagi pengendara motor,-7,NEGATIVE,google maps menambahkan fitur kondisi cuaca jalan lalui pengguna pengguna gmaps khususnya indonesia persiapan mantel hujan pengendara motor,google maps tambah fitur kondisi cuaca jalan lalu guna guna gmaps khusus indonesia siap mantel hujan kendara motor,"['google', 'maps', 'tambah', 'fitur', 'kondisi', 'cuaca', 'jalan', 'lalu', 'guna', 'guna', 'gmaps', 'khusus', 'indonesia', 'siap', 'mantel', 'hujan', 'kendara', 'motor']",google maps tambah fitur kondisi cuaca jalan lalu guna guna gmaps khusus indonesia siap mantel hujan kendara motor
Gondo Adi,1,6/17/2024 8:45,bukanya jalan tercepat tapi menuju jalan yang terjal dancuram aneh sangat aneh bukanya lebih cepat malah menuju jalan jalan yang jarak tempuhnya lebih lama,-22,NEGATIVE,bukanya jalan tercepat menuju jalan terjal dancuram aneh sangat aneh bukanya lebih cepat malah menuju jalan jalan jarak tempuhnya lebih lama,buka jalan cepat tuju jalan terjal dancuram aneh sangat aneh buka lebih cepat malah tuju jalan jalan jarak tempuh lebih lama,"['buka', 'jalan', 'cepat', 'tuju', 'jalan', 'terjal', 'dancuram', 'aneh', 'sangat', 'aneh', 'buka', 'lebih', 'cepat', 'malah', 'tuju', 'jalan', 'jalan', 'jarak', 'tempuh', 'lebih', 'lama']",buka jalan cepat tuju jalan terjal dancuram aneh sangat aneh buka lebih cepat malah tuju jalan jalan jarak tempuh lebih lama
lela fashyaf,2,6/17/2024 2:05,kak tolong dong balikin linimasa maps yang di google yang sebelumnya kan historis maps sekarang ganti linimasa maps namanya kan nah tetapi sekarang kendalanya kenapa ketika menautkan akun email lain ke hp kita mau lacak linimasa nya jadi tidak muncul di google maps malah munculnya sesuai di hp kita tolong dong balikin seperti dulu lagi biar bisa liat mana tahu maps dari akun lain seperti dulu lagi pokoknya yang sekarang tidak enak sangat pembaruannya jadi hilang semua,-48,NEGATIVE,kak dong balikin linimasa maps google sebelumnya kan historis maps sekarang ganti linimasa maps namanya kan nah sekarang kendalanya menautkan akun email hp mau lacak linimasa nya jadi muncul google maps malah munculnya sesuai hp dong balikin dulu biar liat mana tahu maps akun dulu pokoknya sekarang enak sangat pembaruannya jadi hilang semua,kak dong balikin linimasa maps google belum kan historis maps sekarang ganti linimasa maps nama kan nah sekarang kendala taut akun email hp mau lacak linimasa nya jadi muncul google maps malah muncul sesuai hp dong balikin dulu biar liat mana tahu maps akun dulu pokok sekarang enak sangat baru jadi hilang semua,"['kak', 'dong', 'balikin', 'linimasa', 'maps', 'google', 'belum', 'kan', 'historis', 'maps', 'sekarang', 'ganti', 'linimasa', 'maps', 'nama', 'kan', 'nah', 'sekarang', 'kendala', 'taut', 'akun', 'email', 'hp', 'mau', 'lacak', 'linimasa', 'nya', 'jadi', 'muncul', 'google', 'maps', 'malah', 'muncul', 'sesuai', 'hp', 'dong', 'balikin', 'dulu', 'biar', 'liat', 'mana', 'tahu', 'maps', 'akun', 'dulu', 'pokok', 'sekarang', 'enak', 'sangat', 'baru', 'jadi', 'hilang', 'semua']",kak dong balikin linimasa maps google belum kan historis maps sekarang ganti linimasa maps nama kan nah sekarang kendala taut akun email hp mau lacak linimasa nya jadi muncul google maps malah muncul sesuai hp dong balikin dulu biar liat mana tahu maps akun dulu pokok sekarang enak sangat baru jadi hilang semua
Mr. Fath,1,6/16/2024 13:29,sekarang kenapa linimasa nya cuman bisa di liat dari  hp saja tolong lah google kembalikan seperti semula aneh banget linimasa cuma bisa di liat  hp saja padahal email nya sama,-6,NEGATIVE,sekarang linimasa nya cuman liat hp lah google kembalikan semula aneh banget linimasa cuma liat hp padahal email nya sama,sekarang linimasa nya cuman liat hp lah google kembali mula aneh banget linimasa cuma liat hp padahal email nya sama,"['sekarang', 'linimasa', 'nya', 'cuman', 'liat', 'hp', 'lah', 'google', 'kembali', 'mula', 'aneh', 'banget', 'linimasa', 'cuma', 'liat', 'hp', 'padahal', 'email', 'nya', 'sama']",sekarang linimasa nya cuman liat hp lah google kembali mula aneh banget linimasa cuma liat hp padahal email nya sama
Miftahul Muzdalifah,5,6/16/2024 12:37,bertahun tahun pake aplikasi ini alhamdulillah ya memudahkan untukpergi kemana mana liburan jadi tidak ribet untukcari lokasi yang bagus bagus,2,POSITIVE,bertahun tahun pake aplikasi alhamdulillah memudahkan untukpergi mana liburan jadi ribet untukcari lokasi bagus bagus,tahun tahun pake aplikasi alhamdulillah mudah untukpergi mana libur jadi ribet untukcari lokasi bagus bagus,"['tahun', 'tahun', 'pake', 'aplikasi', 'alhamdulillah', 'mudah', 'untukpergi', 'mana', 'libur', 'jadi', 'ribet', 'untukcari', 'lokasi', 'bagus', 'bagus']",tahun tahun pake aplikasi alhamdulillah mudah untukpergi mana libur jadi ribet untukcari lokasi bagus bagus
Fa,5,6/16/2024 11:40,gps gak jalan gps ketinggalan sangat jauh padahal kendaraan sudah jalan biasanya gps selalu ikut kemanapun kita jalan meskipun kita gak mengikuti jalan yang disarankan gmap tapi sekarang gps diam kadang adatulisan gps sedang memindai lokasi kalau gak salah padahal sudah saya update sementara ini saya pakai waze karena bug bug tersebut,-28,NEGATIVE,gps gak jalan gps ketinggalan sangat jauh padahal kendaraan jalan biasanya gps selalu ikut kemanapun jalan meskipun gak mengikuti jalan disarankan gmap sekarang gps diam kadang adatulisan gps sedang memindai lokasi kalau gak salah padahal update pakai waze bug bug tersebut,gps gak jalan gps tinggal sangat jauh padahal kendara jalan biasa gps selalu ikut mana jalan meski gak ikut jalan saran gmap sekarang gps diam kadang adatulisan gps sedang pindai lokasi kalau gak salah padahal update pakai waze bug bug sebut,"['gps', 'gak', 'jalan', 'gps', 'tinggal', 'sangat', 'jauh', 'padahal', 'kendara', 'jalan', 'biasa', 'gps', 'selalu', 'ikut', 'mana', 'jalan', 'meski', 'gak', 'ikut', 'jalan', 'saran', 'gmap', 'sekarang', 'gps', 'diam', 'kadang', 'adatulisan', 'gps', 'sedang', 'pindai', 'lokasi', 'kalau', 'gak', 'salah', 'padahal', 'update', 'pakai', 'waze', 'bug', 'bug', 'sebut']",gps gak jalan gps tinggal sangat jauh padahal kendara jalan biasa gps selalu ikut mana jalan meski gak ikut jalan saran gmap sekarang gps diam kadang adatulisan gps sedang pindai lokasi kalau gak salah padahal update pakai waze bug bug sebut
Dhoblank Junior,1,6/16/2024 6:37,rute sering salah sering kali kasih rute berputar jauh untukke lokasi tujuan sekalinya memberi jalur alternatif tidak jelas jalurnya jalan gang yang sudah lama mati diportal bagus tidak pernah dilalui pengendara masih terarah ke jalan tersebut bug parah untukojol harus dilihat manual danharus punya modal hafal jalan baru bisa baca maps nya kacau sudah pokoknya,-40,NEGATIVE,rute sering salah sering kali kasih rute berputar jauh untukke lokasi tujuan sekalinya memberi jalur alternatif jelas jalurnya jalan gang lama mati diportal bagus pernah dilalui pengendara terarah jalan tersebut bug parah untukojol dilihat manual danharus punya modal hafal jalan baru baca maps nya kacau pokoknya,rute sering salah sering kali kasih rute putar jauh untukke lokasi tuju sekali beri jalur alternatif jelas jalur jalan gang lama mati portal bagus pernah lalu kendara arah jalan sebut bug parah untukojol lihat manual danharus punya modal hafal jalan baru baca maps nya kacau pokok,"['rute', 'sering', 'salah', 'sering', 'kali', 'kasih', 'rute', 'putar', 'jauh', 'untukke', 'lokasi', 'tuju', 'sekali', 'beri', 'jalur', 'alternatif', 'jelas', 'jalur', 'jalan', 'gang', 'lama', 'mati', 'portal', 'bagus', 'pernah', 'lalu', 'kendara', 'arah', 'jalan', 'sebut', 'bug', 'parah', 'untukojol', 'lihat', 'manual', 'danharus', 'punya', 'modal', 'hafal', 'jalan', 'baru', 'baca', 'maps', 'nya', 'kacau', 'pokok']",rute sering salah sering kali kasih rute putar jauh untukke lokasi tuju sekali beri jalur alternatif jelas jalur jalan gang lama mati portal bagus pernah lalu kendara arah jalan sebut bug parah untukojol lihat manual danharus punya modal hafal jalan baru baca maps nya kacau pokok
Alex Ander,2,6/14/2024 14:35,mencari maps petunjuk arah lemot sekali gerakan nya danmalah kacau jalan nya mau di update tapi tidak bisa tolong segera di perbarui agar lebih bisa akurat danbisa di gunakan dgn baik,-8,NEGATIVE,mencari maps petunjuk arah lemot sekali gerakan nya danmalah kacau jalan nya mau update segera perbarui lebih akurat danbisa gunakan dgn baik,cari maps tunjuk arah lot sekali gera nya danmalah kacau jalan nya mau update segera baru lebih akurat danbisa guna dgn baik,"['cari', 'maps', 'tunjuk', 'arah', 'lot', 'sekali', 'gera', 'nya', 'danmalah', 'kacau', 'jalan', 'nya', 'mau', 'update', 'segera', 'baru', 'lebih', 'akurat', 'danbisa', 'guna', 'dgn', 'baik']",cari maps tunjuk arah lot sekali gera nya danmalah kacau jalan nya mau update segera baru lebih akurat danbisa guna dgn baik
