userName,score,at,content,polarity_score,sentiment,content_stopwords,tokenized_stemmed,cleaned_tokenized_stemmed
Agus Achmadi,5,6/25/2024 8:42,aplikasi yang luar biasa tetapi kalau bisa opsi rute ditambah untuk kendaraan besar bus atau truk karena kadang saat pakai kendaraan besar tidak bisa melewati rute mobil,-8,NEGATIVE,aplikasi luar biasa kalau opsi rute ditambah kendaraan besar bus truk kadang pakai kendaraan besar bisa melewati rute mobil,"['aplikasi', 'opsi', 'rute', 'tambah', 'kendara', 'bus', 'truk', 'kadang', 'pakai', 'kendara', 'lewat', 'rute', 'mobil']",aplikasi opsi rute tambah kendara bus truk kadang pakai kendara lewat rute mobil
ari parma,1,6/25/2024 4:59,dulu histori lokasi sangat akurat rute jarak tempuh harian akurat sekarang semakin jelek jarak tempuh tidak terbaca padahal ratusan kilo meter perjalanan harian terbaca cuma puluhan rute jalan harian yang dilewati tidak tahu lagi karena histori linimasa sering eror,-32,NEGATIVE,dulu histori lokasi sangat akurat rute jarak tempuh harian akurat sekarang semakin jelek jarak tempuh terbaca padahal ratusan kilo meter perjalanan harian terbaca cuma puluhan rute jalan harian dilewati tahu karena histori linimasa sering eror,"['histori', 'lokasi', 'akurat', 'rute', 'jarak', 'tempuh', 'hari', 'akurat', 'jelek', 'jarak', 'tempuh', 'baca', 'ratus', 'kilo', 'meter', 'jalan', 'hari', 'baca', 'puluh', 'rute', 'jalan', 'hari', 'lewat', 'histori', 'linimasa', 'eror']",histori lokasi akurat rute jarak tempuh hari akurat jelek jarak tempuh baca ratus kilo meter jalan hari baca puluh rute jalan hari lewat histori linimasa eror
Nur Kholisoh,2,6/24/2024 23:30,kembalikan maps seperti saat masih histori maps saat ada pembaruan jadinya tidak bisa lihat histori perjalanan di  akun yang tertaut dengan  perangkat sebelum  normal saja sudah bagus setelah ada pembaruan malah bobrok gini jadinya tidak bisa mantau padahal itu sangat membantu sekali untuk yang jauh dari keluarga,-23,NEGATIVE,kembalikan maps histori maps saat ada pembaruan jadinya bisa lihat histori perjalanan  akun tertaut  perangkat  normal sudah bagus ada pembaruan malah bobrok gini jadinya bisa mantau padahal sangat membantu sekali yang jauh keluarga,"['kembali', 'maps', 'histori', 'maps', 'baru', 'lihat', 'histori', 'jalan', 'akun', 'taut', 'perangkat', 'normal', 'bagus', 'baru', 'bobrok', 'gin', 'mantau', 'bantu', 'keluarga']",kembali maps histori maps baru lihat histori jalan akun taut perangkat normal bagus baru bobrok gin mantau bantu keluarga
Maretha,1,6/24/2024 20:18,linimasa hilang semua tidak bisa milih linimasa perangkat yang mau diaktifkan jelek tolong balikin seperti versi sebelumnya,-17,NEGATIVE,linimasa hilang semua bisa milih linimasa perangkat mau diaktifkan jelek balikin versi sebelumnya,"['linimasa', 'hilang', 'milih', 'linimasa', 'perangkat', 'aktif', 'jelek', 'balikin', 'versi']",linimasa hilang milih linimasa perangkat aktif jelek balikin versi
Masjid Almahfudz,1,6/24/2024 17:22,beberapa bulan terakhir ini linimasa tidak bisa berfungsi dengan baik bahkan tidak bisa merekam jejak perjalanan lokasi tempat dan waktu seseorang pada saat telepon lain yang menggunakan satu email dengan kita berada di lain daerah,-20,NEGATIVE,beberapa bulan terakhir linimasa bisa berfungsi baik bahkan bisa merekam jejak perjalanan lokasi tempat waktu seseorang saat telepon yang menggunakan satu email kita berada lain daerah,"['linimasa', 'fungsi', 'rekam', 'jejak', 'jalan', 'lokasi', 'telepon', 'email', 'daerah']",linimasa fungsi rekam jejak jalan lokasi telepon email daerah
Djadid Choderi,5,6/24/2024 7:39,bagus sekali mudah digunakan daripada pakai di whatsapp selalu tepat karena kalau di whatsapp pemakai tidak di tempat kirim petunjuk arah bisa nyasar hahaha,-11,NEGATIVE,bagus sekali mudah digunakan pakai whatsapp selalu tepat kalau whatsapp pemakai di tempat kirim petunjuk arah nyasar hahaha,"['bagus', 'mudah', 'pakai', 'whatsapp', 'whatsapp', 'pakai', 'kirim', 'tunjuk', 'arah', 'nyasar', 'hahaha']",bagus mudah pakai whatsapp whatsapp pakai kirim tunjuk arah nyasar hahaha
Rumah Gaming,1,6/24/2024 1:42,kenapa sih sekarang kenapa dibuat upload foto di tambahkan info terbaru selalu gak bisa dan dimintai foto dengan format aneh balikin lagi ke asalnya woi gak semua foto saya di format yang diminta kebanyakan foto saya di format jpg benarin lagi bangsat,-10,NEGATIVE,sih sekarang dibuat upload foto tambahkan info terbaru selalu gak dan dimintai foto format aneh balikin ke asalnya woi gak semua foto di format diminta kebanyakan foto di format jpg benarin bangsat,"['sih', 'upload', 'foto', 'tambah', 'info', 'baru', 'gak', 'foto', 'format', 'aneh', 'balikin', 'asal', 'woi', 'gak', 'foto', 'format', 'banyak', 'foto', 'format', 'jpg', 'benarin', 'bangsat']",sih upload foto tambah info baru gak foto format aneh balikin asal woi gak foto format banyak foto format jpg benarin bangsat
Joko Umbaran,1,6/24/2024 1:34,tolong kembalikan ke versi sebelumnya saja karena di update malah jadi buruk buat jelek buat ngacau alias tidak bekerja dengan semestinya seperti biasanya,-18,NEGATIVE,kembalikan versi sebelumnya karena update malah jadi buruk buat jelek buat ngacau alias bekerja semestinya biasanya,"['kembali', 'versi', 'update', 'buruk', 'jelek', 'ngacau', 'alias', 'mesti']",kembali versi update buruk jelek ngacau alias mesti
kosong sejati,1,6/23/2024 17:49,dulu sngat mudah untuk mengoperasika sekarang mau melakukan perjalanan drai kota a ke kota b tetapi tidak ada menu tombol mulai jadi panahnya enggak bergerak sama sekali sampai di tujuan intinya tidak bekerja di redmi,-4,NEGATIVE,dulu sngat mudah mengoperasika sekarang mau melakukan perjalanan drai kota a kota b menu tombol mulai jadi panahnya enggak bergerak sama sekali tujuan intinya tidak bekerja di redmi,"['sngat', 'mudah', 'mengoperasika', 'jalan', 'drai', 'kota', 'a', 'kota', 'b', 'menu', 'tombol', 'panah', 'gerak', 'tuju', 'inti', 'redmi']",sngat mudah mengoperasika jalan drai kota a kota b menu tombol panah gerak tuju inti redmi
Susilo Yudi Saputra,4,6/23/2024 14:37,akhir akhir ini loading  lama sangat seperti mencari rute itu  lama sangat padahal jaringan dan kuota ada dan bagus tetapi kenapa google maps gitu,-20,NEGATIVE,akhir akhir loading  lama sangat mencari rute  lama sangat padahal jaringan kuota dan bagus kenapa google maps gitu,"['loading', 'cari', 'rute', 'jaring', 'kuota', 'bagus', 'google', 'maps', 'gitu']",loading cari rute jaring kuota bagus google maps gitu
Rieta Andita,1,6/22/2024 16:36,navigasinya kurang tepat padahal aplikasinya sudah saya update tetapi kenapa navigasinya malah nyasar ke gang sebelah kasihan kurir yang mau antar paket ke saya harus nyasar di gang saya seharusnya di perbarui masa navigasi tahun  gak diperbarui sama sekali kalau seperti seperti ini bagaimanaskrg yang betul kalau kasih navigasi kasijan orang kesasar,-40,NEGATIVE,navigasinya kurang tepat padahal aplikasinya update kenapa navigasinya malah nyasar gang sebelah kasihan kurir mau antar paket saya nyasar gang saya seharusnya perbarui masa navigasi tahun  gak diperbarui sama sekali kalau seperti bagaimanaskrg betul kalau kasih navigasi kasijan orang kesasar,"['navigasi', 'aplikasi', 'update', 'navigasi', 'nyasar', 'gang', 'belah', 'kasihan', 'kurir', 'paket', 'nyasar', 'gang', 'baru', 'navigasi', 'gak', 'baru', 'bagaimanaskrg', 'kasih', 'navigasi', 'kasijan', 'orang', 'kesasar']",navigasi aplikasi update navigasi nyasar gang belah kasihan kurir paket nyasar gang baru navigasi gak baru bagaimanaskrg kasih navigasi kasijan orang kesasar
Mask Riders17,1,6/22/2024 14:39,linimasa enggak berfungsi kenapa nih linimasa saya enggak ada riwayat perjalanannya tanggal perharinya di coret semua padahal pengaturan linimasa aktif setelah di update kenapa jadi kacau kaya gini sih mengecewakan,-13,NEGATIVE,linimasa enggak berfungsi nih linimasa enggak riwayat perjalanannya tanggal perharinya coret semua padahal pengaturan linimasa aktif di update jadi kacau kaya gini sih mengecewakan,"['linimasa', 'fungsi', 'nih', 'linimasa', 'riwayat', 'jalan', 'tanggal', 'hari', 'coret', 'atur', 'linimasa', 'aktif', 'update', 'kacau', 'kaya', 'gin', 'sih', 'kecewa']",linimasa fungsi nih linimasa riwayat jalan tanggal hari coret atur linimasa aktif update kacau kaya gin sih kecewa
Usman Ismail,1,6/22/2024 11:36,maps selalu mengarahkan ke jalan yang jauh dan sempit sulit padahal saya sudah tau jalan yang benar tolong di perbaiki sering saya terjebak kadang mengarahkan ke jalan yang di tutup,-23,NEGATIVE,maps selalu mengarahkan jalan jauh sempit sulit padahal sudah tau jalan benar di perbaiki sering terjebak kadang mengarahkan jalan di tutup,"['maps', 'arah', 'jalan', 'sempit', 'sulit', 'tau', 'jalan', 'baik', 'jebak', 'kadang', 'arah', 'jalan', 'tutup']",maps arah jalan sempit sulit tau jalan baik jebak kadang arah jalan tutup
Dwyanuarmy Alrianputra,1,6/22/2024 8:14,map ini parah sekali masa enggak bisa deteksi harga gerbang tol karawang sadang gimana ngedeteksi harga tol di daerah lain harga  suka kacau di maps ssma aslinya terus suka ngalihin jalur sendiri tanpa persetujuan tahu di alihin ke tol yang harga  lebih mahal tolong dong kita penguna google maps mau di perbaiki lagi terimakasih,2,POSITIVE,map parah sekali masa enggak deteksi harga gerbang tol karawang sadang gimana ngedeteksi harga tol daerah harga  suka kacau maps ssma aslinya terus suka ngalihin jalur sendiri persetujuan tahu alihin tol harga  lebih mahal dong penguna google maps mau perbaiki terimakasih,"['map', 'parah', 'deteksi', 'harga', 'gerbang', 'tol', 'karawang', 'sadang', 'gimana', 'ngedeteksi', 'harga', 'tol', 'daerah', 'harga', 'suka', 'kacau', 'maps', 'ssma', 'asli', 'suka', 'ngalihin', 'jalur', 'tuju', 'alihin', 'tol', 'harga', 'mahal', 'penguna', 'google', 'maps', 'baik', 'terimakasih']",map parah deteksi harga gerbang tol karawang sadang gimana ngedeteksi harga tol daerah harga suka kacau maps ssma asli suka ngalihin jalur tuju alihin tol harga mahal penguna google maps baik terimakasih
Napsiah 16,2,6/22/2024 6:34,pengaturan linimasa seperti dulu lagi dong min sebelum update jadi walaupun  email di pakai  telepon tetap terlihat linimasa  di kedua telepon itu bukan hanya terlihat di pemilik email di telepon utama saja jadi kita bisa melihat linimasa orang lain,-12,NEGATIVE,pengaturan linimasa dulu dong min update jadi walaupun  email pakai  telepon tetap terlihat linimasa  kedua telepon bukan terlihat pemilik email telepon utama jadi bisa melihat linimasa orang,"['atur', 'linimasa', 'min', 'update', 'email', 'pakai', 'telepon', 'linimasa', 'telepon', 'milik', 'email', 'telepon', 'utama', 'linimasa', 'orang']",atur linimasa min update email pakai telepon linimasa telepon milik email telepon utama linimasa orang
Fan Fan,1,6/22/2024 1:32,linimasa di gabung  perangkat tidak bisa cek  persatu riwayat perjalanan setiap email pada telepon yang berbeda tidak seperti dulu,-32,NEGATIVE,linimasa gabung  perangkat bisa cek  persatu riwayat perjalanan email telepon berbeda seperti dulu,"['linimasa', 'gabung', 'perangkat', 'cek', 'satu', 'riwayat', 'jalan', 'email', 'telepon', 'beda']",linimasa gabung perangkat cek satu riwayat jalan email telepon beda
Al Ayyubi,1,6/21/2024 15:24,lokasi gambar foto tidak up to date katanya pakai satelit tapi tidak up to date sama sekali nama dan lokasi sering tidak akurat dan tidak sesuai dengan hasil di lapangan banyak terdapat kesalahan nama dan lokasi yang salah,-22,NEGATIVE,lokasi gambar foto up to date katanya pakai satelit up to date sama sekali nama lokasi sering tidak akurat tidak sesuai hasil lapangan banyak terdapat kesalahan nama lokasi salah,"['lokasi', 'gambar', 'foto', 'up', 'to', 'date', 'pakai', 'satelit', 'up', 'to', 'date', 'nama', 'lokasi', 'akurat', 'sesuai', 'hasil', 'lapang', 'salah', 'nama', 'lokasi', 'salah']",lokasi gambar foto up to date pakai satelit up to date nama lokasi akurat sesuai hasil lapang salah nama lokasi salah
Eddie _,1,6/21/2024 12:39,kenapa akun kami jadi ditangguhkan lokasi tidak lagi bisa dilihat secara publik melalui google maps sudah mencoba untuk membuat yang baru supaya lokasi kami terlihat di google tapi status tetap saja dalam proses berhari hari tanpa perkembangan,-10,NEGATIVE,akun jadi ditangguhkan lokasi lagi dilihat publik melalui google maps mencoba membuat baru lokasi terlihat google status tetap dalam proses berhari hari perkembangan,"['akun', 'tangguh', 'lokasi', 'publik', 'google', 'maps', 'coba', 'lokasi', 'google', 'status', 'proses', 'hari', 'kembang']",akun tangguh lokasi publik google maps coba lokasi google status proses hari kembang
Subowo,5,6/21/2024 12:31,setelah diupdate malah hilang linimasa saya padahal tidak merubah setelan apapun untuk memilih perangkat yang mau disimpan linimasanya juga hilang tempat ceklis  padahal buat saya sangat penting linimasa tersebut untuk mengetahui kemana saja keluarga saya seharian,-24,NEGATIVE,diupdate malah hilang linimasa padahal merubah setelan apapun memilih perangkat mau disimpan linimasanya hilang tempat ceklis  padahal buat sangat penting linimasa tersebut mengetahui saja keluarga seharian,"['diupdate', 'hilang', 'linimasa', 'rubah', 'setel', 'apa', 'pilih', 'perangkat', 'simpan', 'linimasanya', 'hilang', 'ceklis', 'linimasa', 'keluarga', 'hari']",diupdate hilang linimasa rubah setel apa pilih perangkat simpan linimasanya hilang ceklis linimasa keluarga hari
visensius daniel,1,6/21/2024 10:21,kita ingin memberikan dukung ulasan orang lain tidak bisa kita tekan membantu tiba tiba tidak terhitung memberikan ulasan apalagi kolom tanya jawab kita sudah ketik panjang dan mengirimnya tapi tidak muncul,-12,NEGATIVE,ingin memberikan dukung ulasan orang tekan membantu tiba tiba tidak terhitung memberikan ulasan kolom tanya jawab kita sudah ketik panjang mengirimnya tidak muncul,"['dukung', 'ulas', 'orang', 'tekan', 'bantu', 'hitung', 'ulas', 'kolom', 'ketik', 'kirim', 'muncul']",dukung ulas orang tekan bantu hitung ulas kolom ketik kirim muncul
Ade Setiadi,2,6/21/2024 7:39,tiap  hari sekali maps eror dari aplikasi maxim maps mobil saya pindahin ke motor tidak bisa di klik dan itu saya uninstal terus langsung update kadang  atau  hari sekali,-16,NEGATIVE,tiap  hari sekali maps eror aplikasi maxim maps mobil pindahin motor bisa klik itu uninstal terus langsung update kadang   hari sekali,"['maps', 'eror', 'aplikasi', 'maxim', 'maps', 'mobil', 'pindahin', 'motor', 'klik', 'uninstal', 'langsung', 'update', 'kadang']",maps eror aplikasi maxim maps mobil pindahin motor klik uninstal langsung update kadang
BALI MUSIC CHANEL,4,6/20/2024 19:15,tidak bisa memilih linimasa perangkat yang di inginkan sebelumnya bisa setelah update hanya di perangkat sendiri terlihat,-16,NEGATIVE,memilih linimasa perangkat di inginkan sebelumnya bisa setelah update di perangkat sendiri terlihat,"['pilih', 'linimasa', 'perangkat', 'update', 'perangkat']",pilih linimasa perangkat update perangkat
Rayhan Berjihad,4,6/20/2024 19:05,saya mau jawab pertanyaan sederhana yang hanya menjawab ya tidak tapi tidak ada tombol ya tidak sama sekali atau suara jadi bagaimana aku menjawabnya tolong perbaiki cacat ini,-18,NEGATIVE,mau jawab pertanyaan sederhana hanya menjawab tidak tidak tombol tidak sama sekali suara jadi bagaimana aku menjawabnya perbaiki cacat,"['sederhana', 'tombol', 'suara', 'jawab', 'baik', 'cacat']",sederhana tombol suara jawab baik cacat
Agustinus Hariadi,5,6/20/2024 17:46,tolong dong maps  suka eror yang menyebutkan maps tidak menanggapi soalnya lagi dibuat tarik gojek jadi sangat bermasalah sekali buat para drivernya terimakasih saudara,-12,NEGATIVE,dong maps  suka eror menyebutkan maps menanggapi soalnya dibuat tarik gojek jadi sangat bermasalah sekali buat drivernya terimakasih saudara,"['maps', 'suka', 'eror', 'maps', 'tanggap', 'tarik', 'gojek', 'masalah', 'drivernya', 'terimakasih', 'saudara']",maps suka eror maps tanggap tarik gojek masalah drivernya terimakasih saudara
APA Ha,5,6/20/2024 14:47,aplikasinya sangat membantu bagi saya yang suka berpergian tapi saya enggak tau tempat untungnya ada aplikasi google maps yang bisa mengarahkan jalan sesuai yang di tuju,-25,NEGATIVE,aplikasinya sangat membantu saya suka berpergian saya enggak tau tempat untungnya aplikasi google maps bisa mengarahkan jalan sesuai di tuju,"['aplikasi', 'bantu', 'suka', 'pergi', 'tau', 'untung', 'aplikasi', 'google', 'maps', 'arah', 'jalan', 'sesuai', 'tuju']",aplikasi bantu suka pergi tau untung aplikasi google maps arah jalan sesuai tuju
Siti zarqaa laurinda Pribadi,1,6/20/2024 7:40,setelah beberapa minggu ini perjalanan saya di linimasa tidak tercatat sama sekali sehingga fitur linimasa saya seakan tidak pergi kemana imbas  ke aplikasi daring saya yang lain jadi terhambat karena informasi lokasi saya tidak terbaca oleh sistem,-52,NEGATIVE,beberapa minggu perjalanan di linimasa tercatat sama sekali fitur linimasa seakan pergi imbas  aplikasi daring yang jadi terhambat informasi lokasi tidak terbaca sistem,"['minggu', 'jalan', 'linimasa', 'catat', 'fitur', 'linimasa', 'akan', 'pergi', 'imbas', 'aplikasi', 'daring', 'hambat', 'informasi', 'lokasi', 'baca', 'sistem']",minggu jalan linimasa catat fitur linimasa akan pergi imbas aplikasi daring hambat informasi lokasi baca sistem
Antoni Wijaya,1,6/19/2024 23:40,semakin buruk linimasa tidak jalan tidak bisa pilih perangkat mana yang mau diaktifkan benar mengecewakan kembalikan histori linimasa seperti dulu,-22,NEGATIVE,semakin buruk linimasa jalan bisa pilih perangkat mana mau diaktifkan benar mengecewakan kembalikan histori linimasa dulu,"['buruk', 'linimasa', 'jalan', 'pilih', 'perangkat', 'aktif', 'kecewa', 'kembali', 'histori', 'linimasa']",buruk linimasa jalan pilih perangkat aktif kecewa kembali histori linimasa
irmawati berutu,1,6/19/2024 20:15,lebih bagus lagi yang kemarin yang terbaru tidak bisa melihat linimasa suami padahal dulu bisa melihat linimasa suami saya dari telepon saya pakai akunnya tolong dong diperbaiki supaya saya bisa melihat linimasa suami saya dari telepon saya,-25,NEGATIVE,lebih bagus kemarin yang terbaru melihat linimasa suami padahal dulu melihat linimasa suami dari telepon pakai akunnya dong diperbaiki bisa melihat linimasa suami dari telepon saya,"['bagus', 'kemarin', 'baru', 'linimasa', 'suami', 'linimasa', 'suami', 'telepon', 'pakai', 'akun', 'baik', 'linimasa', 'suami', 'telepon']",bagus kemarin baru linimasa suami linimasa suami telepon pakai akun baik linimasa suami telepon
Mukti Irianingsih,5,6/19/2024 18:56,saya sangat terbantu dengan geogle maps jika rindu kampung halaman dan bisa mengontrol keadaan rumah walau jarak jauh dan juga membantu cari alamat jika berpergian semoga kedepannya lebih canggih lagi,-15,NEGATIVE,sangat terbantu geogle maps rindu kampung halaman bisa mengontrol keadaan rumah jarak jauh juga membantu cari alamat berpergian semoga kedepannya lebih canggih,"['bantu', 'geogle', 'maps', 'rindu', 'kampung', 'halaman', 'kontrol', 'rumah', 'jarak', 'bantu', 'cari', 'alamat', 'pergi', 'moga', 'depan', 'canggih']",bantu geogle maps rindu kampung halaman kontrol rumah jarak bantu cari alamat pergi moga depan canggih
Andry Rustam,5,6/19/2024 15:37,ini saya kasih bintang  semoga maps dapat memperbaiki sistem  dan jika ada pemotongan bulanan terhadap aplikasi livin mandiri mohon di sertakan rincian,-9,NEGATIVE,saya kasih bintang  semoga maps memperbaiki sistem  jika pemotongan bulanan aplikasi livin mandiri mohon sertakan rincian,"['kasih', 'bintang', 'moga', 'maps', 'baik', 'sistem', 'potong', 'bulan', 'aplikasi', 'livin', 'mandiri', 'mohon', 'serta', 'rincian']",kasih bintang moga maps baik sistem potong bulan aplikasi livin mandiri mohon serta rincian
Lukman Hakim,5,6/19/2024 10:06,aplikasi  memang bagus walaupun saya sering tertinggal mapsnya tetapi saya tetap kasih bingtang  cuma saya mau tanya kenapa maps  saya sering eror setiap mau berbagi tidak bisa sesuai titik,-4,NEGATIVE,aplikasi  memang bagus walaupun sering tertinggal mapsnya tetap kasih bingtang  cuma mau tanya maps  saya sering eror mau berbagi bisa sesuai titik,"['aplikasi', 'bagus', 'tinggal', 'mapsnya', 'kasih', 'bingtang', 'maps', 'eror', 'bagi', 'sesuai', 'titik']",aplikasi bagus tinggal mapsnya kasih bingtang maps eror bagi sesuai titik
Josephine Ellena,1,6/18/2024 10:05,setelah update malah buat bingung biasanya saat cari rute bisa langsung mulai dari titik tapi sekarang harus isi rute berangkat dan tujuan,-20,NEGATIVE,update malah buat bingung biasanya cari rute langsung mulai titik sekarang isi rute berangkat tujuan,"['update', 'bingung', 'cari', 'rute', 'langsung', 'titik', 'isi', 'rute', 'berangkat', 'tuju']",update bingung cari rute langsung titik isi rute berangkat tuju
Rina Listia,1,6/18/2024 8:48,saya sudah ganti jenis maps  ke satelit tapi tetap berganti ke default tolong diperbaiki lagi bug,-4,NEGATIVE,sudah ganti jenis maps  satelit tetap berganti default diperbaiki bug,"['ganti', 'jenis', 'maps', 'satelit', 'ganti', 'default', 'baik', 'bug']",ganti jenis maps satelit ganti default baik bug
Turitno Ritno,1,6/18/2024 6:26,kenapa sekarang maps semakin jelek tidak ada pilihan kendaraan motor terus jalurnya tidak otomatis menyesuaikan arah jadi sangat merepotkan saat berkendara harus putar layar jadi untuk sekarang mau enggak mau pakai aplikasi lain dulu sangat kecewa,-15,NEGATIVE,sekarang maps semakin jelek ada pilihan kendaraan motor terus jalurnya otomatis menyesuaikan arah jadi sangat merepotkan berkendara putar layar jadi sekarang mau enggak mau pakai aplikasi dulu sangat kecewa,"['maps', 'jelek', 'pilih', 'kendara', 'motor', 'jalur', 'otomatis', 'sesuai', 'arah', 'repot', 'kendara', 'putar', 'layar', 'pakai', 'aplikasi', 'kecewa']",maps jelek pilih kendara motor jalur otomatis sesuai arah repot kendara putar layar pakai aplikasi kecewa
Ryan Goojek,5,6/18/2024 0:29,buat kalian pengendara ojol yang mau bagus akun  sering sering upgrade maps usahakan akurasi navigasi tinggi saya bukan  promosi telepon ya maaf maaf saja saya pakai realmi c ram  akurasi navigasi stabil bisa di atur akurasi tinggi enak sangat kalau pakai gojek orderan stabil sehari full pagi sampai malam alhamdulillah tembus  kadang lebih yang penting akurasi navigasi tinggi usahakan cari lokasi ramai order contoh jam berangkat sekolah pulang sekolah pulang kerja jam kerja cari lokasi ramai org,2,POSITIVE,buat kalian pengendara ojol mau bagus akun  sering sering upgrade maps usahakan akurasi navigasi tinggi bukan  promosi telepon maaf maaf saya pakai realmi c ram  akurasi navigasi stabil di atur akurasi tinggi enak sangat kalau pakai gojek orderan stabil sehari full pagi malam alhamdulillah tembus  kadang lebih penting akurasi navigasi tinggi usahakan cari lokasi ramai order contoh jam berangkat sekolah pulang sekolah pulang kerja jam kerja cari lokasi ramai org,"['kendara', 'ojol', 'bagus', 'akun', 'upgrade', 'maps', 'usaha', 'akurasi', 'navigasi', 'promosi', 'telepon', 'maaf', 'maaf', 'pakai', 'realmi', 'c', 'ram', 'akurasi', 'navigasi', 'stabil', 'atur', 'akurasi', 'enak', 'pakai', 'gojek', 'order', 'stabil', 'hari', 'full', 'pagi', 'malam', 'alhamdulillah', 'tembus', 'kadang', 'akurasi', 'navigasi', 'usaha', 'cari', 'lokasi', 'ramai', 'order', 'contoh', 'jam', 'berangkat', 'sekolah', 'pulang', 'sekolah', 'pulang', 'kerja', 'jam', 'kerja', 'cari', 'lokasi', 'ramai', 'org']",kendara ojol bagus akun upgrade maps usaha akurasi navigasi promosi telepon maaf maaf pakai realmi c ram akurasi navigasi stabil atur akurasi enak pakai gojek order stabil hari full pagi malam alhamdulillah tembus kadang akurasi navigasi usaha cari lokasi ramai order contoh jam berangkat sekolah pulang sekolah pulang kerja jam kerja cari lokasi ramai org
singgih prayogi,5,6/17/2024 14:02,seharusnya google maps ini menambahkan fitur kondisi cuaca di setiap jalan yang akan di lalui oleh pengguna sehingga pengguna gmaps khususnya di indonesia agar bisa persiapan mantel hujan bagi pengendara motor,-7,NEGATIVE,google maps menambahkan fitur kondisi cuaca setiap jalan akan lalui pengguna pengguna gmaps khususnya indonesia bisa persiapan mantel hujan pengendara motor,"['google', 'maps', 'fitur', 'kondisi', 'cuaca', 'jalan', 'lalu', 'guna', 'guna', 'gmaps', 'indonesia', 'siap', 'mantel', 'hujan', 'kendara', 'motor']",google maps fitur kondisi cuaca jalan lalu guna guna gmaps indonesia siap mantel hujan kendara motor
Gondo Adi,1,6/17/2024 8:45,bukanya jalan tercepat tapi menuju jalan yang terjal dan curam aneh sangat aneh bukanya lebih cepat malah menuju jalan jalan yang jarak tempuhnya lebih lama,-22,NEGATIVE,bukanya jalan tercepat menuju jalan terjal curam aneh sangat aneh bukanya lebih cepat malah menuju jalan jalan jarak tempuhnya lebih lama,"['buka', 'jalan', 'cepat', 'jalan', 'terjal', 'curam', 'aneh', 'aneh', 'buka', 'cepat', 'jalan', 'jalan', 'jarak', 'tempuh']",buka jalan cepat jalan terjal curam aneh aneh buka cepat jalan jalan jarak tempuh
lela fashyaf,2,6/17/2024 2:05,kak tolong dong balikin linimasa maps yang di google yang sebelumnya kan historis maps sekarang ganti linimasa maps namanya kan nah tetapi sekarang kendalanya kenapa ketika menautkan akun email lain ke telepon kita mau lacak linimasa  jadi enggak muncul di google maps malah munculnya sesuai di telepon kita tolong dong balikin seperti dulu lagi biar bisa lihat mana tahu maps dari akun lain seperti dulu lagi pokoknya yang sekarang enggak enak sangat pembaruannya jadi hilang semua,-36,NEGATIVE,kak dong balikin linimasa maps google sebelumnya kan historis maps sekarang ganti linimasa maps namanya kan nah sekarang kendalanya ketika menautkan akun email ke telepon mau lacak linimasa  jadi enggak muncul google maps malah munculnya sesuai di telepon tolong dong balikin dulu biar lihat mana tahu maps akun seperti dulu pokoknya sekarang enggak enak sangat pembaruannya jadi hilang semua,"['kak', 'balikin', 'linimasa', 'maps', 'google', 'historis', 'maps', 'ganti', 'linimasa', 'maps', 'nama', 'kendala', 'taut', 'akun', 'email', 'telepon', 'lacak', 'linimasa', 'muncul', 'google', 'maps', 'muncul', 'sesuai', 'telepon', 'tolong', 'balikin', 'biar', 'lihat', 'maps', 'akun', 'pokok', 'enak', 'baru', 'hilang']",kak balikin linimasa maps google historis maps ganti linimasa maps nama kendala taut akun email telepon lacak linimasa muncul google maps muncul sesuai telepon tolong balikin biar lihat maps akun pokok enak baru hilang
Mr. Fath,1,6/16/2024 13:29,sekarang kenapa linimasa  cuman bisa di lihat dari  telepon saja tolong lah google kembalikan seperti semula aneh banget linimasa cuma bisa di lihat  telepon saja padahal email  sama,-2,NEGATIVE,sekarang linimasa  cuman di lihat  telepon tolong lah google kembalikan semula aneh banget linimasa cuma di lihat  telepon padahal email  sama,"['linimasa', 'cuman', 'lihat', 'telepon', 'tolong', 'google', 'kembali', 'aneh', 'banget', 'linimasa', 'lihat', 'telepon', 'email']",linimasa cuman lihat telepon tolong google kembali aneh banget linimasa lihat telepon email
Miftahul Muzdalifah,5,6/16/2024 12:37,bertahun tahun pakai aplikasi ini alhamdulillah ya memudahkan buat pergi kemana mana liburan jadi enggak sulit buat cari lokasi yang bagus bagus,8,POSITIVE,bertahun tahun pakai aplikasi alhamdulillah memudahkan buat pergi mana liburan jadi enggak sulit buat cari lokasi bagus bagus,"['tahun', 'pakai', 'aplikasi', 'alhamdulillah', 'mudah', 'pergi', 'libur', 'sulit', 'cari', 'lokasi', 'bagus', 'bagus']",tahun pakai aplikasi alhamdulillah mudah pergi libur sulit cari lokasi bagus bagus
