userName,score,at,content
EU'MAN DJARO,4,7/8/2024 11:50,"untuk ketepatan titik nyaris sempurna. namun untuk panduan transportasi transjakarta banyak bus silumannya yang berjalan di maps, realitanya tidak ada bus yang lewat, tolong di perbaiki lagi. sebab sudah buru buru berjalan ke halte ternyata bus siluman saja yang lewat di maps, juga keakuratan posisi kurang pas, kadang di maps baru tiba, realitanya sudah berangkat dari posisi user."
"M Hafizh Al, gifari",5,7/7/2024 17:33,Sangat membantu sekali .. tolong di perbaiki jalan yang harus di lewati motor dan mobil.. Jangan kasih jalur motor kalau sedang mengunakan mobil
Ichsan cool,5,7/7/2024 15:42,"ini gini kan bagus jadinya di balikin seperti semula, misalkan ada fitur terbaru nya tolong di jelasin ya lewat video atau di tulis"
Indrawan Kristiono,4,7/7/2024 12:29,"saya lebih suka versi versi yang sebelumnya, karena saat digunakan dan melihatÂ² hal lain di maps otomotif akan keluar dari rute yang sedang berjalan, sehingga kurang baik"
edwin prayogi,5,7/7/2024 11:23,Aplikasi bagus. Tapi kurang akurat apabila kita lihat posisi orang lain dan masih sering merah. Saran kalau memang sudah sekali kirim. Tetap hijaukan posisi tersebut sampai batas waktu selesai yg telah ditentukan. Terimakasih
Toyota,3,7/6/2024 19:40,Sekarang kadang suka enggak jelas yang harusnya lurus malah disuruh belok. Jadinya harus muter2 dulu. Kalo pake bluetooth suka telat suaranya
Ahmad Rijani,2,7/6/2024 11:04,menu linimasa lambat saat diakses. history kunjungan dan perjalanannya pun tidak akurat. sudah jalan hampir 100 kilo meter tapi laporannya cuma beberapa kilometer
Enik Pristy,1,7/6/2024 5:24,"Karena baru update dan belum tau seperti apa kinerja nya, bintang 1 dulu ya... Tapi sayang nya di perangkat satunya memakai 1 akun yg sama tdk tersimpan linimasanyaðŸ˜ŠðŸ™‚ðŸ˜ŠðŸ™‚ semoga bisa di perbaiki kembali"
Endri Endri,5,7/5/2024 14:15,"Sangat membantu tetapi kadang susah menemukan pin poin yang sesuai persis letak posisi tempat , semoga kedepan bisa lebih baik lagi, terimakasih"
andri Wahyudi,1,7/5/2024 12:29,"semakin kesini makin gak jelas ,,,, posisi titik nya selalu ketinggalan padahal saya sudah berpindah ,,, tapi titik nya masih di tempat yang sebelumnya ,,, harus menunggu beberapa menit terlebih dahulu baru berpindah ,,,,"
Rusmawati Utami,1,7/5/2024 9:09,Untuk linimasa setelah di update jadi tidak bisa melihat dari linimasa akun gmail lain. Padahal itu berguna untuk melihat keberadaan lokasi pada keluarga
Rendy Bagus,2,7/5/2024 1:55,"apa cuma saya saja yg ngalamin, kenapa navigasi gak rotasi ya sekarang ? jadi suka bingung kalo ada belokan mau ke kiri / ke kanan. jadi harus di rotasi manual. dan arah panahnya tidak otomatis jadi kalau sudah jauh hilang panah nya harus kita arahin manual"
ahmad faizuddin,3,7/4/2024 23:35,"Sekarang sering terlambat info macetnya, warna hijau , kuning  dan merah sering tidak pas dan terlambat , jadi sering terjebak macet. Rasanya lebih puas versi lama mungkin tahun 2022 kebawah"
Yuli Handayani,5,7/4/2024 23:06,Solusi tepat mengatasi anak untuk rajin belajar Melatih anak menjadi disiplin tangkas cekatan mandiri lebih percaya diri menghadapi soal ... kunci utama dari kumon adalah instrukturnya mampu memberikan suasana nyaman fun ðŸ˜Š mampu memahami dan mengatasi lebih kurang anak dalam pemahaman dengan baikðŸ¤—ðŸ¥°
Gerson Christian,5,7/4/2024 22:23,"suka banget perawatan disini soalnya bagus banget , dilayani dengan sopan dan baik , para staf nya juga ramah ramah semua, puas  banget sama pelayanannya , jadi nyaman buat perawatan disini, rekomendasi banget sih ini"
volcano Kid's,2,7/4/2024 19:00,"Kenapa google maps saya jadi bermasalah setelah di update, tidak akurat kadang tanda panah sering terlambat dari penjalanan kadang juga titik panah nya berpindah pindah dari tempat kita berada pokok nya tidak sesuai untuk perjalanan dan titik dimana kita berada suka berpindah pindah..."
richi reach,1,7/4/2024 12:39,"Google Maps makin kesini makin tolol, sering banget di arahin ke jalan gak jelas bahkan jalan buntu yang gak bisa di lewatin, padahal atur akurasi tinggi. Tolong di perbaiki lah"
Abi Wahyu,2,7/4/2024 12:28,"sinyal kadang2 putus , dan rute berubah jadi titik2 ( malah makin ribet dan berhenti maps nya ) bukan garis biru"
Usep Sodikin,3,7/4/2024 7:20,"aplikasi sudah membantu sekali . tapi makin di update aplikasi nya lemot , suka pindah2 jalur , tolong perbaiki bug nya , suka susah buka aplikasi nya lemot sekali , lambat."
bujang aspia,1,7/3/2024 19:30,Mohon gambar satelitnya diperbaharui. karena dari tahun ketahun alam pasti berubah. Saya lihat mapsnya sudah 10 tahun yang silam tidak ada perubahan .... Jika sudah satelit terkini entar saya kasih bintangnya full
Lisa Lissa,5,7/3/2024 18:18,Dengan adanya fitur google maps ini sangat membantu banget si apalagi buat para pelancong atau orang yang hobi bepergian seperti saya bisa tahu arah jalan dan selalu tepat arah tujuan yang saya tuju.
Dwi Sartikasari,5,7/3/2024 15:00,"Google maps sangat membantu banget Apalagi buat kita yang susah mencari jalan dan lokasi yang kita tuju, pokoknya selalu menggunakan gmaps sih kalau lagi mau bepergian ke tempat yang kita ga tau jalan nya"
Nanang Arynto,2,7/2/2024 19:46,"Tolong di perbaiki lagi untuk jalan nya , dan pengaturan nya , kayak kota yang belum pernah di lewati , tolong fokuskan jalan area kota jangan area pelosok ""/ gang "" sempit"
aditiya putra,5,7/2/2024 1:02,"Aplikasinya bagus, tapi kadang membuat perjalanan makin lama karena rute perjalanan yg di arahkan ke jalan besar ( utama ) bukan jalan alternatif ( pintas )... Semoga cepat di perbaiki supaya pengguna lebih senang lagi menggunakan aplikasi google maps... TerimaKasih ðŸ™ðŸ™ðŸ™"
Ono L,2,7/1/2024 21:02,"Perbaiki beberapa hal berikut: 1. Penambahan tempat baru eror dah berbulan bulan , selalu ditolak hasil penambahan tempatnya. Sebelumnya sudah beratus tempat gampang ditambahkan. Ada apa? 2. Review tempat juga sering hasilnya tidak terbaca, sudah penuhi aturan, sudah atur tempat berhasil, kadang ada saja yang tidak berhasil muncul review dari kita, ada apa dengan algoritma googlenya?? Kalau sudah ada perbaikan akan saya ubah bintangnya"
fadlie ardianto,1,7/1/2024 18:30,"Tolong ditambahkan opsi rute "" Untuk melewati jalan protokol saja "". Supaya tdk dilewatkan jalanÂ² kecil dan terpencil / jalan kampung / jalan pedesaan."
Rika Riana,1,7/1/2024 17:48,"habis di update linimasanya malah jadi jelek. Gak bisa pantau anak lagi dimana krn udh gak ada pilihan tautan email diperangkat lain. Jadi linimasa di hp ku sama di hp anak beda. Balikin lg kek dulu aja sih yg bisa ceklist pilih perangkat hp lainnya, biar lebih mudah pantau anak dan suami kalau lagi gak di rumah. Padahal linimasa sangat berguna bagi orang tua yg khawatir ketika anaknya lagi di luar rumah"
Priskayu Wulan,5,7/1/2024 10:09,"Google maps sangat membantu saya untuk menemukan tempat baru yang ingin saya kunjungi, kemudian dengan fitur Google maps juga mempermudah kita untuk mengetahui jarak tempuh yang akan kita lalui"
INDRA ARDIANSYAH,1,7/1/2024 8:56,Setelah update ada beberapa akun google tidak bisa menampilkan histori perjalanan yang di kunjungi di fitur linimasa.. tolong di perbaiki
Fiqri people,3,7/1/2024 1:56,"Tingkatkan lagi kualitas navigasi nya bos, rute mobil lewat jalur alternatif malah di lewatkan ke tol atas, parah parah"
Yayan Octaviana,1,6/30/2024 12:17,"Pengguna google maps, izin sharing. Google maps semakin kesini semakin banyak kesalahan, error, lambat, tampilan hilang saat mode kecil. Intinya aja semakin buruk"
Nasikhatu Rosalina; Rose,1,6/30/2024 10:06,"setelah di update versi terbaru histori linimasa hanya bisa muncul di masing"" perangkat, meski akun nya masuk di dua perangkat. padahal histori perangkat berguna banget buat mantau kemana seseorang pergi, malah sekarang ada kebijakan baru seperti itu. tolong atur lagi seperti awal agar histori di dua perangkat dalam satu akun terlihat di kedua perangkat tersebut"
Eko Priyanto,1,6/30/2024 7:55,Maps sekarang enggak sambung lagi seperti dulu lagi apa sudah kebanyakan online pakai tiap hari jadi hilang. Suka ketinggalan saya pengguna jasa online. maps nya tidak biru titik nya abu abu terus. Di buka dulu baru balik lagi maps nya kita sudah di mana dia masih ketinggalan tempat semula. Tolong di perbaiki lagi .
MOC,1,6/29/2024 12:22,"sudah di titik lokasi tapi enggak ada apa"" dan tersesat di hutan"" jalan rusak berkali kali cari lokasi tujuan selalu harus muter"" enggak jelas ujung"" nya putar balik dan enggak jadi ke tujuan"
uun uno,3,6/28/2024 18:53,"Untuk rute perjalanan saat ini tidak tersedia melalui Tol. Dan tidak punya saja, tapi punya temen saya pun seperti itu. Yang tahu alasannya kenapa tolong jelaskan alasannya ðŸ™"
Iyojehh,3,6/28/2024 17:11,"Assalamualaikum developer saya cuma kasih tahu kalo update sekarang banyak kekurangan yaitu saat ngedit tempat di linimasa disitu muncul tulisan "" terjadi error "" padahal kan waktu berkunjung ke suatu tempat itu sama lalu kenapa harus di ubah lagi terus begitu juga dengan tempat kunjungannya di linimasa pas dilihat lagi ternyata banyak yang di hapus apalagi tanggalnya di coret gak kayak dulu kalo pas edit langsung selesai namun sekarang kok beda dengan linimasa yang dulu saya minta perbaiki lagiðŸ™"
Kusuma Samiazi,5,6/28/2024 12:20,Aplikasi untuk navigasi dan petunjuk arah yg cukup bagus... saran mohon untuk di tambahkan update navigasi jalan untuk deteksi ketika jalan ditutup akibat adanya tenda orang punya hajat sehingga bisa antisipasi dan tidak sampai putar balik.
Ruminta Sihombing,1,6/28/2024 8:19,"Bintang satu kamu ,,, kembalikan versi lama dong , kenapa linimasa sekarang gak bisa dilihat di hp lain jadi gini kan gak bisa cek lokasi keluarga, anak dll , di update malah tolol banget tolong deh sudah bagus versi lama tolong diperbaiki lagi dong , sekarang seperti tidak ada gunanya lagi ini aplikasi rusak banget"
Robertus Mulia,1,6/27/2024 20:35,"Halo Google Maps hari ini tgl 27 Juni 2024 , kenapa minta Pembaruannya sampai 2 X ?????? Memang nya ga pakai Kuota pembaruannya ? Betulin sistem programnya tuh."
Aji Firmansyah,3,6/27/2024 19:41,"Makin di update makin kacau, saya driver ojol, kalau di arahkan ke jalan yg salah atau lebih jauh, rugi waktu dan biaya, gimana sih developer yg bikin aplikasi ini, diperbaharui bukannya makin akurat malah makin kacau"
Fahmi Abdillah,3,6/27/2024 10:03,Aplikasinya berguna tapi seharusnya aplikasi ini masih bisa digunakan saat hp saya mati karena aplikasi kontrol orang tua kalau misalnya saya tersesat baru hp saya mati jadi kayak mana dong ( aku pernah ngalamin ) makanya buat aplikasi ini bisa dibuka walau pun hp kita mati karena aplikasi kontrol orang tua
abun bun,4,6/26/2024 15:05,"Sampai tujuan dengan selamat dan jauh lebih cepat karena ada petunjuk yg cukup akurat, kadang saja suka agak kacau apa karena internet nya lambat"
sugengfm fm,5,6/25/2024 23:29,sering berubah jadi abu abu dan sinyal navigasi selalu hilang padahal sudah pake wifi tolong di perbaiki maps nya
Tirsya beta Ramanuzan,5,6/25/2024 22:23,"sangat membantu sekali dan menarik tentunya dong, lokasi tepat strategis, layanan terjangkau, memudahkan"
Mohamad Agung Haryono,3,6/25/2024 21:16,Tidak bisa mengarahkan kawasan ganjil genap padahal plat saya tidak sesuai tetapi maps terus mengarahkan lewat kawasan ganjil genap tanpa ada alternatif rute lain
Risma Adinda,1,6/25/2024 21:02,"untuk linimasa maps sekarang tidak sebaik yang dulu, jika yang dulu bisa cek linimasa di email orang lain sekarang tidak bisa cek linimasa sangat buruk google maps versi sekarang!!"
Lia Aranku,5,6/25/2024 20:45,"Aku kemarin sempat bermasalah dengan kerak gigi, mau ke dokter gigi malu banget karena belum prnh scaling sama sekali, tapi beberapa rekomendasi teman disuruh kesini dan aku benarÂ² keseal kenapa ga kesini dari dulu, tempatnya baik, pelayanannya ramah dan super sigap, dan yang bikin aku nyaman mereka terima, aku tanyaÂ² juga dijawab dengan detail, mantab banget sih, rekomendasi"
Galih Hidayatullah,5,6/25/2024 20:23,"gmaps adalah aplikasi bagus yang bisa menunjukkan suatu tempat yang sulit di cari, dengan menggunakan gmaps itu memudahkan"
Audya Audya,1,6/25/2024 15:34,"Tolong dong di perbaiki lagi seperti dulu, sekarang gak bisa liat linimasa suami saya,malah ada tulisan google maps offline harap periksa internet anda padahal jelas2 internet saya bagus dan lancar. Parahnya lagi Sekarang gak bisa dibuka malah ada tulisan tidak mendukung di hp Android anda, kacau sumpah . Mohon diperbaiki lagi lah kalo mau dikasih bintang banyak minimal diperbaiki linimasa maps nya, bikin orang emosi saja udah 4 hari saya gak bisa liat linimasa maps suami saya"
Agus Achmadi,5,6/25/2024 8:42,"Aplikasi yang luar biasa.. tetapi, kalau bisa opsi rute ditambah untuk kendaraan besar (bus atau truk), karena kadang saat pakai kendaraan besar tidak bisa melewati rute mobil."
ari parma,1,6/25/2024 4:59,"Dulu histori lokasi sangat akurat rute jarak tempuh harian akurat, sekarang semakin jelek jarak tempuh tidak terbaca. Padahal ratusan kilo meter perjalanan harian terbaca cuma puluhan. Rute jalan harian yang dilewati tidak tahu lagi karena histori linimasa sering eror"
Nur Kholisoh,2,6/24/2024 23:30,"Kembalikan maps seperti saat masih histori maps, saat ada pembaruan jadinya tidak bisa liat histori perjalanan di 1 akun yg tertaut dengan 2 perangkat, sebelumÂ² nya normalÂ² saja udh bagus, setelah ada pembaruan malah bobrok gini jadinya gabisa mantau padahal itu sangat membantu sekali untuk yg jauh dari keluarga"
Maretha,1,6/24/2024 20:18,"linimasa hilang semua, tidak bisa milih linimasa perangkat yang mau diaktifkan. jelek. tolong balikin seperti versi sebelumnya."
Masjid Almahfudz,1,6/24/2024 17:22,"Beberapa bulan terakhir ini linimasa tdk bisa berfungsi dengan baik, bahkan tidak bisa merekam jejak perjalanan, lokasi, tempat dan waktu seseorang pada saat hp lain yang menggunakan satu email dengan kita berada di lain daerah"
Djadid Choderi,5,6/24/2024 7:39,"Bagus sekali mudah digunakan daripada pakai di whatsapp, selalu tepat, karena kalau di whatsapp pemakai tidak di tempat kirim petunjuk arah bisa2 nyasar hahaha ðŸ˜‚ðŸ‘ðŸ™ðŸ˜Ž"
Rumah Gaming,1,6/24/2024 1:42,"kenapa sih sekarang kenapa dibuat upload foto di tambahkan info terbaru selalu gak bisa dan dimintai foto dengan format anehÂ². balikin lg ke asalnya woi gak semua foto saya di format yg diminta , kebanyakan foto saya di format JPG. benarin lagi bangsat..."
Joko Umbaran,1,6/24/2024 1:34,"Tolong, kembalikan ke versi sebelumnya saja. Karena, di update malah jadi buruk buat jelek buat ngacau alias tdk bekerja dgn semestinya seperti biasanya. ðŸ˜¡ðŸ¤¬ðŸ˜¡ðŸ¤¬"
kosong sejati,1,6/23/2024 17:49,"Dulu sngat mudah untuk mengoperasika, skrng mau melakukan perjalanan drai kota a ke kota b tp tidak ada menu / tombol mulai, jd panahnya ga bergerak sama sekali sampai di tujuan.... Intinya tidak bekerja di redmi 12"
Susilo Yudi Saputra,4,6/23/2024 14:37,Akhir akhir ini loading nya lama bgt seperti mencari rute.... Itu nya lama bgt padahal jaringan dan kuota ada dan bagus tp knp google maps gitu ?!
Rieta Andita,1,6/22/2024 16:36,navigasinya kurang tepat.. padahal aplikasinya sudah saya update.. tp kenapa navigasinya malah nyasar ke gang sebelah.. kasihan kurir2 yg mau antar paket ke saya harus nyasar... di gang saya seharusnya di perbarui... masa navigasi tahun 2017 gak diperbarui sama sekali... kalo kayak seperti ini gmn skrg.. yg betul kalo kasih navigasi kasijan orang kesasar... ðŸ˜¤ðŸ˜¡ðŸ˜¤ðŸ˜¡ðŸ¤¬ðŸ¤¬ðŸ˜ ðŸ˜ 
Mask Riders17,1,6/22/2024 14:39,"Linimasa ga berfungsi, kenapa nih linimasa saya ga ada riwayat perjalanannya. Tanggal perharinya di coret semua. Padahal pengaturan linimasa aktif. Setelah di update kenapa jadi kacau kaya gini sih..... Mengecewakan... ðŸ˜­ðŸ˜­ðŸ˜­"
Usman Ismail,1,6/22/2024 11:36,"Maps selalu mengarahkan ke jalan yang jauh dan sempit sulit, padahal saya dah tau jalan yang benar, tolong di perbaiki sering saya terjebak, kadang mengarahkan ke jalan yg di tutup"
Dwyanuarmy Alrianputra,1,6/22/2024 8:14,"Map ini parah sekali, masa ga bisa deteksi harga gerbang tol Karawang sadang.. Gimana ngedeteksi harga tol di daerah"" lain, harga nya suka kacau di maps ssma aslinya, terus suka ngalihin jalur sendiri tanpa persetujuan, tahu"" di alihin ke tol yg harga nya lebih mahal... Tolong dong kita penguna google maps mau di perbaiki lagi.. Terimakasih"
Napsiah 16,2,6/22/2024 6:34,"Pengaturan linimasa seperti dulu lagi dong min sebelum update, jadi walaupun 1 email di pake 2 hp tetap terlihat linimasa nya di kedua hp itu bukan hanya terlihat di pemilik email di hp utama saja jadi kita bisa melihat linimasa orang lain"
Fan Fan,1,6/22/2024 1:32,"Linimasa di gabung 1 perangkat tidak bisa cek 1 persatu riwayat perjalanan setiap email pada hp yg berbeda, tidak seperti dulu."
Al Ayyubi,1,6/21/2024 15:24,"Lokasi, gambar, foto tidak up to date. Katanya pakai satelit, tapi tidak up to date sama sekali. Nama dan lokasi sering tidak akurat dan tidak sesuai dengan hasil di lapangan. Banyak terdapat kesalahan nama dan lokasi yang salah."
Eddie _,1,6/21/2024 12:39,"Kenapa akun kami jadi ditangguhkan?, lokasi tidak lagi bisa dilihat secara publik melalui google maps. Sudah mencoba untuk membuat yang baru, supaya lokasi kami terlihat di google tapi status tetap saja dalam proses berhari hari tanpa perkembangan."
Subowo,5,6/21/2024 12:31,"Setelah diupdate malah hilang linimasa saya, padahal tidak merubah setelan apapun, untuk memilih perangkat yg mau disimpan linimasanya juga hilang tempat ceklis nya, padahal buat saya sangat penting linimasa tsb, untuk mengetahui kemana saja keluarga saya seharian."
visensius daniel,1,6/21/2024 10:21,"Kita ingin memberikan dukung ulasan orang lain tidak bisa, kita tekan membantu tiba tiba tidak terhitung memberikan ulasan. Apalagi kolom tanya jawab kita sudah ketik panjang dan mengirimnya tapi tidak muncul."
Ade Setiadi,2,6/21/2024 7:39,Tiap 2 hari sekali maps error dari aplikasi maxim maps mobil saya pindahin ke motor tdk bisa di klik dan itu saya uninstal trus langsung update kadang 2 atau 3 hari sekali
BALI MUSIC CHANEL,4,6/20/2024 19:15,"Tidak bisa memilih linimasa perangkat yang di inginkan. Sebelumnya bisa, setelah update hanya di perangkat sendiri terlihat."
Rayhan Berjihad,4,6/20/2024 19:05,"Saya mau jawab pertanyaan sederhana yang hanya menjawab Ya / Tidak, tapi tidak ada tombol Ya / Tidak sama sekali atau suara. Jadi bagaimana aku menjawabnya? Tolong Perbaiki cacat ini."
Agustinus Hariadi,5,6/20/2024 17:46,"Tolong dong maps nya suka error', yg menyebutkan, maps TDK menanggapi, soalnya lagi dibuat tarik /  gojek jd sangat bermasalah sekali buat para drivernya, terimakasih saudara"
APA Ha,5,6/20/2024 14:47,"Aplikasinya sangat membantu bagi saya yang suka berpergian, tapi saya ga tau tempat untungnya ada aplikasi google maps yang bisa mengarahkan jalan sesuai yang di tujuðŸ‘ðŸ‘"
Siti zarqaa laurinda Pribadi,1,6/20/2024 7:40,"Setelah beberapa minggu ini perjalanan saya di linimasa tidak tercatat sama sekali, sehingga fitur linimasa saya seakan tidak pergi kemana2, imbas nya ke aplikasi daring sy yg lain jadi terhambat karena informasi lokasi sy tidak terbaca oleh sistem"
Antoni Wijaya,1,6/19/2024 23:40,"semakin buruk, linimasa tidak jalan, tidak bisa pilih perangkat mana yg mau diaktifkan, benar2 mengecewakan....!!! kembalikan histori / linimasa seperti dulu...!!!"
irmawati berutu,1,6/19/2024 20:15,Lebih bagus lagi yg kemarin. Yang terbaru tidak bisa melihat linimasa suami. Padahal dulu bisa melihat linimasa suami saya dari hp saya pake akunnya. Tolong dong diperbaiki supaya saya bisa melihat linimasa suami saya dari hp. saya ðŸ™
Mukti Irianingsih,5,6/19/2024 18:56,Saya sangat terbantu dengan geogle maps.. jika rindu kampung halaman dan bisa mengontrol keadaan rumah walau jarak jauh… dan juga membantu cari alamat jika berpergian .. semoga kedepannya lebih canggih lagi
Andry Rustam,5,6/19/2024 15:37,"Ini saya kasih bintang 5 semoga maps dapat memperbaiki sistem nya, dan jika ada pemotongan bulanan terhadap aplikasi Livin mandiri mohon di sertakan rincian nya."
Lukman Hakim,5,6/19/2024 10:06,"Aplikasi nya memang bagus walaupun sy sering tertinggal mapsnya tp sy tetap ksh bingtang 5, cuma sy mau tanya kenapa maps nya sy sering eror, setiap mau berbagi tidak bisa sesuai titik ,"
Josephine Ellena,1,6/18/2024 10:05,"Setelah update malah bikin bingung, biasanya saat cari rute bisa langsung mulai dari titik tapi sekarang harus isi rute berangkat dan tujuan"
Rina Listia,1,6/18/2024 8:48,Saya sudah ganti jenis maps nya ke satelit. tapi tetap berganti ke default. tolong diperbaiki lagi bug nya
Turitno Ritno,1,6/18/2024 6:26,"Kenapa sekarang maps makin jelek, tidak ada pilihan kendaraan motor, terus jalurnya tidak otomatis menyesuaikan arah jadi sangat merepotkan saat berkendara harus putar2 layar. jadi utk sekarang mau ga mau pakai aplikasi lain dulu. sangat kecewa"
Ryan Goojek,5,6/18/2024 0:29,"Buat kalian driver ojol yg mau bagus akun nya .. sering sering upgrade maps .. usahakan akurasi GPS tinggi . . saya bukan nya promosi hp ya , maaf maaf aja , saya pakai realmi c1 ram 2/16 . Akurasi GPS stabil bisa di atur akurasi tinggi . Enak bgt kalau pakai gojek . Orderan stabil sehari full pagi sampai malam Alhamdulillah tembus 20 kadang lebih . yg penting akurasi GPS tinggi usahakan cari lokasi ramai order, contoh jam berangkat sekolah , pulang sekolah pulang kerja jam kerja , cari lokasi ramai org"
singgih prayogi,5,6/17/2024 14:02,Seharusnya google maps ini menambahkan fitur kondisi cuaca di setiap jalan yang akan di lalui oleh pengguna. Sehingga pengguna gmaps khususnya di indonesia agar bisa persiapan mantel hujan bagi pengendara motor.
Gondo Adi,1,6/17/2024 8:45,Bukanya jalan tercepat tapi menuju jalan yang terjal dan curam aneh..... sangat aneh bukanya lebih cepat malah menuju jalan jalan yg jarak tempuhnya lebih lama...
lela fashyaf,2,6/17/2024 2:05,"Kak tolong dong balikin linimasa maps yg di google yg sebelumnya kan historis maps sekarang ganti linimasa maps namanya kan, nah tp sekarang kendalanya kenapa ketika menautkan akun email lain ke hp kita mau lacak linimasa nya jadi ga muncul di google maps malah munculnya sesuai di hp kita, tolong dong balikin seperti dulu lagi biar bisa liat mana tahu maps dari akun lain seperti dulu lagi pokoknya yg sekarang ga enak bgt pembaruannya jadi hilang semua"
Mr. Fath,1,6/16/2024 13:29,"Sekarang kenapa linimasa nya cuman bisa di liat dari 1 hp doang? Tolong lah google kembalikan seperti semula, Aneh banget linimasa cmn bisa di liat 1 hp doang, Padahal email nya sama."
Miftahul Muzdalifah,5,6/16/2024 12:37,"bertahun tahun pake aplikasi ini, alhamdulillah ya memudahkan buat pergi kemana mana, liburan jadi ga ribet buat cari lokasi yang bagus, bagus!!"
Fa,5,6/16/2024 11:40,"GPS gak jalan, GPS ketinggalan sangat jauh padahal kendaraan sudah jalan, biasanya GPS selalu ikut kemanapun kita jalan meskipun kita gak mengikuti jalan yang disarankan GMap, tapi sekarang GPS diam kadang ada tulisan "" GPS sedang memindai lokasi "" kalau gak salah, padahal sudah saya update, sementara ini saya pakai waze karena bug bug tersebut"
Exel Exel,5,6/16/2024 8:54,"Goggle maps adalah salah satu aplikasi terbaik , karena dapat membatu di perjalanan yang kita kurang tahu , semoga goggle maps makin sukses dan berkembang . Bagus ..."
Dhoblank Junior,1,6/16/2024 6:37,"Rute sering salah,, sering kali kasih rute berputar jauh untuk ke lokasi tujuan,, sekalinya ngasih jalur alternatif ga jelas jalurnya,, jalan / gang yg udh lama mati / diportal bagus ( ga pernah dilalui pengendara ) masih terarah ke jalan tersebut ,,, bug parah ,, buat ojol harus dilihat manual dan harus punya modal hafal jalan baru bisa baca maps nya ,,, kacau dah pokoknya..."
Alex Ander,2,6/14/2024 14:35,"Mencari maps petunjuk arah lemot sekali gerakan nya , dan malah kacau jalan nya mau di update tapi ga bisa , tolong segera di perbarui agar lebih bisa akurat dan bisa di gunakan dgn baik"
Soelis Widayanto,1,6/14/2024 13:12,"Maps nya sungguh kacau berantakan,, setiap mau sampai lokasi titik kok mlh jadi kecil maps nya, ada belokan apa gk gk kelihatan, di update bukan nya tmbh bagus mlh nyungsep.. bagusan yg versi lama malahan ,, tolong ditinjau kembali, agar tdk mengecewakan pengguna"
Alen Bobo,2,6/14/2024 10:36,"Sudah setahun lebih maps belum ada foto satelit baru, dari 2022 akhir sampai dengan skg 2024 kelihatan tanah kosong saja padahal sudah jadi komplek setahun lebih"
Dhaiya Phonk,4,6/14/2024 6:41,"Halo google aplikasi oke tapi terkadang lokasi siap dan perjalanan tidak sesuai kalau bisa di pantai dan di perbaiki sistemn ya untuk area Surabaya Utara dari jalan dan gang kampung"" terimakasih google."
Samuel Stefanus,5,6/13/2024 21:35,"Untuk masukan update ke depan saya kasih masukan agar ada sistem kendaraan mobil kecil Dan mobil besar karena semua driver GK semuanya mengendarai mobil pribadi / mobil kecil, agar sistem jalan nya ada sendiri, pengalaman saya menggunakan maps mengendarai mobil besar di arahin ke jalan yg kecil mana bisa tolong deh di update lagi dari pihak pengembangðŸ™"
ZUL 383,2,6/13/2024 21:01,Jangan 100% percaya google mapa… bijak menggunakan aplikasi ini dan selalu bertanya daerah2 yg dikira sangat asing… dan hati2 jika melewat jembatan …
Alfariz R,1,6/13/2024 18:03,"tidak sesuai bang mapsnya, portalnya tidak dukung di bus 5, mohon update secara keseluruhan agar fitur portal bisa digunakan di semua jenis kendaraan"
Mohammad Sjaiful Aziz,5,6/13/2024 16:02,Kalau bisa ditambahi untuk kendaraan muatan barang soalnya kadang ada jalan larangan untuk kendaraan bermuatan yang mungkin driver terlalu fokus melihat rute dan mengabaikan rambu rambu lalu lintas
Riri ayu Handayani,2,6/13/2024 6:53,"Kenapa Semarang linimasa sy tidak berjalan ya, dan ada tulisannya "" pergi pukul 06.52. padahal jam segitu saya dirumah dan tidak meninggalkan tempat tersebut. Setelah ada pilihan pencadangan akhirnya Maps saya tidak berfungsi dengan baik. Kembalikan ke pengaturan normal dong Maps nyaðŸ˜ˆ"
Shodiek,1,6/12/2024 22:58,"Kacau maps nya, kalau sudah masuk gang pasti nyasar, dan kadang gk sesuai, biar alamat pinggir jalan raya besar juga di kasih nyasar, kan gk nyambung... Mohon di tingkatkan lagi dong maps nya"
Sefti Winatia,5,6/12/2024 19:29,"google maps adalah aplikasi navigasi yang luar biasa, fitur pencarian lokasi yang akurat dan peta yang terperinci membuat perjalanan menjadi lebih mudah dan efisien pokonya gmaps mantap, sangat membantu saat menuju alamat yang baru pertama kali di tuju"
Erma Kurniawati,5,6/12/2024 15:10,"Sangat2 membantu, apalagi kalau lagi survey cek tempat menginap di kota lain.. cari makanan yg enak juga bagus pake maps.. alhamdulillah ga pernah nyasar kalo dipakai buat cari alamat yg baru dikunjungi ðŸ‘ðŸ‘"
Resta Lestari,5,6/12/2024 14:01,"Coba tambah opsi untuk mobilnya. Misal mobil pribadi, bEngkel, double. Soalnya pemakai maps bukan hanya mobil kecil."
Yuyu,4,6/12/2024 7:40,"Google maps, kenapa sekarang linimasa gak bisa perangkat lain hp. Kemaren enak2 aja. Sekarang malah harus pakai persingkat sendiri. Kan jadi gak bisa pantau perangkat lain di hp kita. Tolong dong dikembalikan seperti dulu"
Tailbarqhoi Barqhoi,3,6/12/2024 7:13,Kuota banyak tp sering hilang signal gps.. buat kacau perjalanan.. gk seperti dulu lancar.. sekarang tambah kacau.. selalu bilang signal gps hilang....
