userName,score,at,content,label,content_stopwords,content_stemmed
Fiqri people,3,7/1/2024 1:56,"Tingkatkan lagi kualitas navigasi nya bos, rute mobil lewat jalur alternatif malah di lewatkan ke tol atas, parah parah",negatif,"Tingkatkan kualitas navigasi nya bos , rute mobil lewat jalur alternatif malah lewatkan tol atas , parah parah",tingkat kualitas navigasi nya bos rute mobil lewat jalur alternatif malah lewat tol atas parah parah
Yayan Octaviana,1,6/30/2024 12:17,"Pengguna google maps, izin sharing. Google maps semakin kesini semakin banyak kesalahan, error, lambat, tampilan hilang saat mode kecil. Intinya saja semakin buruk",negatif,"Pengguna google maps , izin sharing . Google maps semakin kesini semakin banyak kesalahan , error , lambat , tampilan hilang mode kecil . Intinya semakin buruk",guna google maps izin sharing google maps makin kesini makin banyak salah error lambat tampil hilang mode kecil inti makin buruk
Nasikhatu Rosalina; Rose,1,6/30/2024 10:06,"setelah di update versi terbaru histori linimasa hanya bisa muncul di masing"" perangkat, meski akun nya masuk di dua perangkat. padahal histori perangkat berguna banget untukmantau kemana seseorang pergi, malah sekarang adakebijakan baru seperti itu. tolong atur lagi seperti awal agar histori di dua perangkat dalam satu akun terlihat di kedua perangkat tersebut",negatif,"update versi terbaru histori linimasa muncul masing '' perangkat , meski akun nya masuk perangkat . padahal histori perangkat berguna banget untukmantau seseorang pergi , malah sekarang adakebijakan baru . atur awal histori perangkat satu akun terlihat kedua perangkat tersebut",update versi baru histori linimasa muncul masing perangkat meski akun nya masuk perangkat padahal histori perangkat guna banget untukmantau orang pergi malah sekarang adakebijakan baru atur awal histori perangkat satu akun lihat dua perangkat sebut
Eko Priyanto,1,6/30/2024 7:55,Maps sekarang enggak sambung lagi seperti dulu lagi apa sudah kebanyakan online pakai tiap hari jadi hilang. Suka ketinggalan saya pengguna jasa online. maps nya tidak biru titik nya abu abu terus. Di buka dulu baru balik lagi maps nya kita sudah di mana dia masih ketinggalan tempat semula. Tolong di perbaiki lagi .,negatif,Maps sekarang enggak sambung dulu apa kebanyakan online pakai tiap hari jadi hilang . Suka ketinggalan pengguna jasa online . maps nya biru titik nya abu abu terus . buka dulu baru balik maps nya mana ketinggalan tempat semula . perbaiki .,maps sekarang enggak sambung dulu apa banyak online pakai tiap hari jadi hilang suka tinggal guna jasa online maps nya biru titik nya abu abu terus buka dulu baru balik maps nya mana tinggal tempat mula baik
MOC,1,6/29/2024 12:22,"sudah di titik lokasi tapi enggak adaapa"" dantersesat di hutan"" jalan rusak berkali kali cari lokasi tujuan selalu harus muter"" enggak jelas ujung"" nya putar balik danenggak jadi ke tujuan",negatif,titik lokasi enggak adaapa '' dantersesat hutan '' jalan rusak berkali kali cari lokasi tujuan selalu muter '' enggak jelas ujung '' nya putar balik danenggak jadi tujuan,titik lokasi enggak adaapa dantersesat hutan jalan rusak kali kali cari lokasi tuju selalu muter enggak jelas ujung nya putar balik danenggak jadi tuju
uun uno,3,6/28/2024 18:53,"Untuk rute perjalanan saat ini tidak tersedia melalui Tol. Dan tidak punya saja, tapi punya temen saya pun seperti itu. Yang tahu alasannya kenapa tolong jelaskan alasannya ðŸ™",negatif,"rute perjalanan tersedia melalui Tol . punya , punya temen . tahu alasannya jelaskan alasannya ðŸ™",rute jalan sedia lalu tol punya punya temen tahu alas jelas alas
Iyojehh,3,6/28/2024 17:11,"Assalamualaikum developer saya cuma kasih tahu kalau update sekarang banyak kekurangan yaitu saat ngedit tempat di linimasa disitu muncul tulisan "" terjadi error "" padahal kan waktu berkunjung ke suatu tempat itu sama lalu kenapa harus di ubah lagi terus begitu juga dengan tempat kunjungannya di linimasa pas dilihat lagi ternyata banyak yang di hapus apalagi tanggalnya di coret gak seperti dulu kalau pas edit langsung selesai namun sekarang mengapa beda dengan linimasa yang dulu saya minta perbaiki lagiðŸ™",negatif,Assalamualaikum developer cuma kasih tahu kalau update sekarang banyak kekurangan ngedit tempat linimasa disitu muncul tulisan `` terjadi error `` padahal kan waktu berkunjung suatu tempat sama lalu ubah terus tempat kunjungannya linimasa pas dilihat ternyata banyak hapus tanggalnya coret gak dulu kalau pas edit langsung selesai sekarang beda linimasa dulu minta perbaiki lagiðŸ™,assalamualaikum developer cuma kasih tahu kalau update sekarang banyak kurang ngedit tempat linimasa situ muncul tulis jadi error padahal kan waktu kunjung suatu tempat sama lalu ubah terus tempat kunjung linimasa pas lihat nyata banyak hapus tanggal coret gak dulu kalau pas edit langsung selesai sekarang beda linimasa dulu minta baik lagi
Kusuma Samiazi,5,6/28/2024 12:20,Aplikasi untuknavigasi danpetunjuk arah yang cukup bagus... saran mohon untukdi tambahkan update navigasi jalan untukdeteksi ketika jalan ditutup akibat adanya tenda orang punya hajat sehingga bisa antisipasi dantidak sampai putar balik.,positif,Aplikasi untuknavigasi danpetunjuk arah cukup bagus ... saran mohon untukdi tambahkan update navigasi jalan untukdeteksi jalan ditutup akibat adanya tenda orang punya hajat antisipasi dantidak putar balik .,aplikasi untuknavigasi danpetunjuk arah cukup bagus saran mohon untukdi tambah update navigasi jalan untukdeteksi jalan tutup akibat ada tenda orang punya hajat antisipasi dantidak putar balik
Ruminta Sihombing,1,6/28/2024 8:19,"Bintang satu kamu ,,, kembalikan versi lama dong , kenapa linimasa sekarang gak bisa dilihat di hp lain jadi gini kan gak bisa cek lokasi keluarga, anak dll , di update malah tolol banget tolong deh sudah bagus versi lama tolong diperbaiki lagi dong , sekarang seperti tidak adagunanya lagi ini aplikasi rusak banget",positif,"Bintang satu kamu , , , kembalikan versi lama dong , linimasa sekarang gak dilihat hp jadi gini kan gak cek lokasi keluarga , anak , update malah tolol banget deh bagus versi lama diperbaiki dong , sekarang adagunanya aplikasi rusak banget",bintang satu kamu kembali versi lama dong linimasa sekarang gak lihat hp jadi gin kan gak cek lokasi keluarga anak update malah tolol banget deh bagus versi lama baik dong sekarang adagunanya aplikasi rusak banget
Robertus Mulia,1,6/27/2024 20:35,"Halo Google Maps hari ini tgl 27 Juni 2024 , kenapa minta Pembaruannya sampai 2 X ?????? Memang nya tidak pakai Kuota pembaruannya ? Betulin sistem programnya tuh.",negatif,"Halo Google Maps hari tgl 27 Juni 2024 , minta Pembaruannya 2 X ? ? ? ? ? ? Memang nya pakai Kuota pembaruannya ? Betulin sistem programnya tuh .",halo google maps hari tgl 27 juni 2024 minta baru 2 x memang nya pakai kuota baru betulin sistem program tuh
Aji Firmansyah,3,6/27/2024 19:41,"Makin di update semakin kacau, saya driver ojol, kalau di arahkan ke jalan yang salah atau lebih jauh, rugi waktu danbiaya, gimana sih developer yang bikin aplikasi ini, diperbaharui bukannya semakin akurat malah semakin kacau",negatif,"Makin update semakin kacau , driver ojol , kalau arahkan jalan salah lebih jauh , rugi waktu danbiaya , gimana sih developer bikin aplikasi , diperbaharui bukannya semakin akurat malah semakin kacau",makin update makin kacau driver ojol kalau arah jalan salah lebih jauh rugi waktu danbiaya gimana sih developer bikin aplikasi baharu bukan makin akurat malah makin kacau
Fahmi Abdillah,3,6/27/2024 10:03,Aplikasinya berguna tapi seharusnya aplikasi ini masih bisa digunakan saat hp saya mati karena aplikasi kontrol orang tua kalau misalnya saya tersesat baru hp saya mati jadi seperti mana dong ( aku pernah ngalamin ) makanya untukaplikasi ini bisa dibuka walau pun hp kita mati karena aplikasi kontrol orang tua,negatif,Aplikasinya berguna aplikasi digunakan hp mati aplikasi kontrol orang tua kalau misalnya tersesat baru hp mati jadi mana dong ( aku pernah ngalamin ) makanya untukaplikasi dibuka hp mati aplikasi kontrol orang tua,aplikasi guna aplikasi guna hp mati aplikasi kontrol orang tua kalau misal sesat baru hp mati jadi mana dong aku pernah ngalamin makanya untukaplikasi buka hp mati aplikasi kontrol orang tua
abun bun,4,6/26/2024 15:05,"Sampai tujuan dengan selamat danjauh lebih cepat karena adapetunjuk yang cukup akurat, kadang saja suka agak kacau apa karena internet nya lambat",negatif,"tujuan selamat danjauh lebih cepat adapetunjuk cukup akurat , kadang suka kacau apa internet nya lambat",tuju selamat danjauh lebih cepat adapetunjuk cukup akurat kadang suka kacau apa internet nya lambat
sugengfm fm,5,6/25/2024 23:29,sering berubah jadi abu abu dansinyal navigasi selalu hilang padahal sudah pake wifi tolong di perbaiki maps nya,negatif,sering berubah jadi abu abu dansinyal navigasi selalu hilang padahal pake wifi perbaiki maps nya,sering ubah jadi abu abu dansinyal navigasi selalu hilang padahal pake wifi baik maps nya
Tirsya beta Ramanuzan,5,6/25/2024 22:23,"sangat membantu sekali danmenarik tentunya dong, lokasi tepat strategis, layanan terjangkau, memudahkan",negatif,"sangat membantu sekali danmenarik tentunya dong , lokasi tepat strategis , layanan terjangkau , memudahkan",sangat bantu sekali danmenarik tentu dong lokasi tepat strategis layan jangkau mudah
Mohamad Agung Haryono,3,6/25/2024 21:16,Tidak bisa mengarahkan kawasan ganjil genap padahal plat saya tidak sesuai tetapi maps terus mengarahkan lewat kawasan ganjil genap tanpa adaalternatif rute lain,negatif,mengarahkan kawasan ganjil genap padahal plat sesuai maps terus mengarahkan lewat kawasan ganjil genap adaalternatif rute,arah kawasan ganjil genap padahal plat sesuai maps terus arah lewat kawasan ganjil genap adaalternatif rute
Risma Adinda,1,6/25/2024 21:02,"untuk linimasa maps sekarang tidak sebaik yang dulu, jika yang dulu bisa cek linimasa di email orang lain sekarang tidak bisa cek linimasa sangat buruk google maps versi sekarang!!",negatif,"linimasa maps sekarang sebaik dulu , dulu cek linimasa email orang sekarang cek linimasa sangat buruk google maps versi sekarang ! !",linimasa maps sekarang baik dulu dulu cek linimasa email orang sekarang cek linimasa sangat buruk google maps versi sekarang
Lia Aranku,5,6/25/2024 20:45,"Aku kemarin sempat bermasalah dengan kerak gigi, mau ke dokter gigi malu banget karena belum prnh scaling sama sekali, tapi beberapa rekomendasi teman disuruh kesini danaku benarÂ² keseal kenapa tidak kesini dari dulu, tempatnya baik, pelayanannya ramah dansuper sigap, danyang bikin aku nyaman mereka terima, aku tanyaÂ² juga dijawab dengan detail, mantab banget sih, rekomendasi",negatif,"Aku kemarin sempat bermasalah kerak gigi , mau dokter gigi malu banget prnh scaling sama sekali , beberapa rekomendasi teman disuruh kesini danaku benarÂ² keseal kesini dulu , tempatnya baik , pelayanannya ramah dansuper sigap , danyang bikin aku nyaman terima , aku tanyaÂ² dijawab detail , mantab banget sih , rekomendasi",aku kemarin sempat masalah kerak gigi mau dokter gigi malu banget prnh scaling sama sekali beberapa rekomendasi teman suruh kesini dana benar keseal kesini dulu tempat baik layan ramah dansuper sigap danyang bikin aku nyaman terima aku tanya jawab detail mantab banget sih rekomendasi
Galih Hidayatullah,5,6/25/2024 20:23,"gmaps adalah aplikasi bagus yang bisa menunjukkan suatu tempat yang sulit di cari, dengan menggunakan gmaps itu memudahkan",positif,"gmaps aplikasi bagus menunjukkan suatu tempat sulit cari , menggunakan gmaps memudahkan",gmaps aplikasi bagus tunjuk suatu tempat sulit cari guna gmaps mudah
Audya Audya,1,6/25/2024 15:34,"Tolong dong di perbaiki lagi seperti dulu, sekarang gak bisa liat linimasa suami saya,malah adatulisan google maps offline harap periksa internet anda padahal jelas2 internet saya bagus danlancar. Parahnya lagi Sekarang gak bisa dibuka malah adatulisan tidak mendukung di hp Android anda, kacau sumpah . Mohon diperbaiki lagi lah kalau mau dikasih bintang banyak minimal diperbaiki linimasa maps nya, bikin orang emosi saja sudah4 hari saya gak bisa liat linimasa maps suami saya",positif,"dong perbaiki dulu , sekarang gak liat linimasa suami , malah adatulisan google maps offline harap periksa internet padahal jelas2 internet bagus danlancar . Parahnya Sekarang gak dibuka malah adatulisan mendukung hp Android , kacau sumpah . Mohon diperbaiki lah kalau mau dikasih bintang banyak minimal diperbaiki linimasa maps nya , bikin orang emosi sudah4 hari gak liat linimasa maps suami",dong baik dulu sekarang gak liat linimasa suami malah adatulisan google maps offline harap periksa internet padahal jelas2 internet bagus danlancar parah sekarang gak buka malah adatulisan dukung hp android kacau sumpah mohon baik lah kalau mau kasih bintang banyak minimal baik linimasa maps nya bikin orang emosi sudah4 hari gak liat linimasa maps suami
Agus Achmadi,5,6/25/2024 8:42,"Aplikasi yang luar biasa.. tetapi, kalau bisa opsi rute ditambah untukkendaraan besar (bus atau truk), karena kadang saat pakai kendaraan besar tidak bisa melewati rute mobil.",negatif,"Aplikasi luar biasa .. , kalau opsi rute ditambah untukkendaraan besar ( bus truk ) , kadang pakai kendaraan besar melewati rute mobil .",aplikasi luar biasa kalau opsi rute tambah untukkendaraan besar bus truk kadang pakai kendara besar lewat rute mobil
ari parma,1,6/25/2024 4:59,"Dulu histori lokasi sangat akurat rute jarak tempuh harian akurat, sekarang semakin jelek jarak tempuh tidak terbaca. Padahal ratusan kilo meter perjalanan harian terbaca cuma puluhan. Rute jalan harian yang dilewati tidak tahu lagi karena histori linimasa sering eror",negatif,"Dulu histori lokasi sangat akurat rute jarak tempuh harian akurat , sekarang semakin jelek jarak tempuh terbaca . Padahal ratusan kilo meter perjalanan harian terbaca cuma puluhan . Rute jalan harian dilewati tahu histori linimasa sering eror",dulu histori lokasi sangat akurat rute jarak tempuh hari akurat sekarang makin jelek jarak tempuh baca padahal ratus kilo meter jalan hari baca cuma puluh rute jalan hari lewat tahu histori linimasa sering eror
Nur Kholisoh,2,6/24/2024 23:30,"Kembalikan maps seperti saat masih histori maps, saat adapembaruan jadinya tidak bisa liat histori perjalanan di 1 akun yang tertaut dengan 2 perangkat, sebelumÂ² nya normalÂ² saja sudah bagus, setelah adapembaruan malah bobrok gini jadinya tidak bisa mantau padahal itu sangat membantu sekali untukyang jauh dari keluarga",positif,"Kembalikan maps histori maps , adapembaruan jadinya liat histori perjalanan 1 akun tertaut 2 perangkat , sebelumÂ² nya normalÂ² bagus , adapembaruan malah bobrok gini jadinya mantau padahal sangat membantu sekali untukyang jauh keluarga",kembali maps histori maps adapembaruan jadi liat histori jalan 1 akun taut 2 perangkat belum nya normal bagus adapembaruan malah bobrok gin jadi mantau padahal sangat bantu sekali untukyang jauh keluarga
Maretha,1,6/24/2024 20:18,"linimasa hilang semua, tidak bisa milih linimasa perangkat yang mau diaktifkan. jelek. tolong balikin seperti versi sebelumnya.",negatif,"linimasa hilang semua , milih linimasa perangkat mau diaktifkan . jelek . balikin versi sebelumnya .",linimasa hilang semua milih linimasa perangkat mau aktif jelek balikin versi belum
Masjid Almahfudz,1,6/24/2024 17:22,"Beberapa bulan terakhir ini linimasa tidak bisa berfungsi dengan baik, bahkan tidak bisa merekam jejak perjalanan, lokasi, tempat danwaktu seseorang pada saat hp lain yang menggunakan satu email dengan kita berada di lain daerah",negatif,"Beberapa bulan terakhir linimasa berfungsi baik , bahkan merekam jejak perjalanan , lokasi , tempat danwaktu seseorang hp menggunakan satu email berada daerah",beberapa bulan akhir linimasa fungsi baik bahkan rekam jejak jalan lokasi tempat danwaktu orang hp guna satu email ada daerah
Djadid Choderi,5,6/24/2024 7:39,"Bagus sekali mudah digunakan daripada pakai di whatsapp, selalu tepat, karena kalau di whatsapp pemakai tidak di tempat kirim petunjuk arah bisa2 nyasar hahaha ðŸ˜‚ðŸ‘ðŸ™ðŸ˜Ž",negatif,"Bagus sekali mudah digunakan pakai whatsapp , selalu tepat , kalau whatsapp pemakai tempat kirim petunjuk arah bisa2 nyasar hahaha ðŸ˜‚ðŸ ‘ ðŸ™ðŸ˜Ž",bagus sekali mudah guna pakai whatsapp selalu tepat kalau whatsapp pakai tempat kirim tunjuk arah bisa2 nyasar hahaha
Rumah Gaming,1,6/24/2024 1:42,"kenapa sih sekarang kenapa dibuat upload foto di tambahkan info terbaru selalu gak bisa dandimintai foto dengan format anehÂ². balikin lagi ke asalnya woi gak semua foto saya di format yang diminta , kebanyakan foto saya di format JPG. benarin lagi bangsat...",negatif,"sih sekarang dibuat upload foto tambahkan info terbaru selalu gak dandimintai foto format anehÂ² . balikin asalnya woi gak semua foto format diminta , kebanyakan foto format JPG . benarin bangsat ...",sih sekarang buat upload foto tambah info baru selalu gak dandimintai foto format aneh balikin asal woi gak semua foto format minta banyak foto format jpg benarin bangsat
Joko Umbaran,1,6/24/2024 1:34,"Tolong, kembalikan ke versi sebelumnya saja. Karena, di update malah jadi buruk untukjelek untukngacau alias tidak bekerja dgn semestinya seperti biasanya. ðŸ˜¡ðŸ¤¬ðŸ˜¡ðŸ¤¬",negatif,", kembalikan versi sebelumnya . , update malah jadi buruk untukjelek untukngacau alias bekerja dgn semestinya biasanya . ðŸ˜¡ðŸ¤¬ðŸ˜¡ðŸ¤¬",kembali versi belum update malah jadi buruk untukjelek untukngacau alias kerja dgn mesti biasa
kosong sejati,1,6/23/2024 17:49,"Dulu sngat mudah untukmengoperasika, sekarang mau melakukan perjalanan drai kota a ke kota b tetapi tidak adamenu / tombol mulai, jadi panahnya tidak bergerak sama sekali sampai di tujuan.... Intinya tidak bekerja di redmi 12",negatif,"Dulu sngat mudah untukmengoperasika , sekarang mau melakukan perjalanan drai kota a kota b adamenu / tombol mulai , jadi panahnya bergerak sama sekali tujuan .... Intinya bekerja redmi 12",dulu sngat mudah untukmengoperasika sekarang mau laku jalan drai kota a kota b adamenu tombol mulai jadi panah gerak sama sekali tuju inti kerja redmi 12
Susilo Yudi Saputra,4,6/23/2024 14:37,Akhir akhir ini loading nya lama sangat seperti mencari rute.... Itu nya lama sangat padahal jaringan dankuota adadanbagus tetapi kenapa google maps gitu ?!,positif,Akhir akhir loading nya lama sangat mencari rute .... nya lama sangat padahal jaringan dankuota adadanbagus google maps gitu ? !,akhir akhir loading nya lama sangat cari rute nya lama sangat padahal jaring dankuota adadanbagus google maps gitu
Rieta Andita,1,6/22/2024 16:36,navigasinya kurang tepat.. padahal aplikasinya sudah saya update.. tetapi kenapa navigasinya malah nyasar ke gang sebelah.. kasihan kurir2 yang mau antar paket ke saya harus nyasar... di gang saya seharusnya di perbarui... masa navigasi tahun 2017 gak diperbarui sama sekali... kalau seperti seperti ini gmn skrg.. yang betul kalau kasih navigasi kasijan orang kesasar... ðŸ˜¤ðŸ˜¡ðŸ˜¤ðŸ˜¡ðŸ¤¬ðŸ¤¬ðŸ˜ ðŸ˜ ,negatif,navigasinya kurang tepat .. padahal aplikasinya update .. navigasinya malah nyasar gang sebelah .. kasihan kurir2 mau antar paket nyasar ... gang perbarui ... masa navigasi tahun 2017 gak diperbarui sama sekali ... kalau gmn skrg .. betul kalau kasih navigasi kasijan orang kesasar ... ðŸ˜¤ðŸ˜¡ðŸ˜¤ðŸ˜¡ðŸ¤¬ðŸ¤¬ðŸ˜ ðŸ˜,navigasi kurang tepat padahal aplikasi update navigasi malah nyasar gang belah kasihan kurir2 mau antar paket nyasar gang baru masa navigasi tahun 2017 gak baru sama sekali kalau gmn skrg betul kalau kasih navigasi kasijan orang kesasar
Mask Riders17,1,6/22/2024 14:39,"Linimasa tidak berfungsi, kenapa nih linimasa saya tidak adariwayat perjalanannya. Tanggal perharinya di coret semua. Padahal pengaturan linimasa aktif. Setelah di update kenapa jadi kacau kaya gini sih..... Mengecewakan... ðŸ˜­ðŸ˜­ðŸ˜­",negatif,"Linimasa berfungsi , nih linimasa adariwayat perjalanannya . Tanggal perharinya coret semua . Padahal pengaturan linimasa aktif . update jadi kacau kaya gini sih ..... Mengecewakan ... ðŸ˜­ðŸ˜­ðŸ˜­",linimasa fungsi nih linimasa adariwayat jalan tanggal hari coret semua padahal atur linimasa aktif update jadi kacau kaya gin sih kecewa
Usman Ismail,1,6/22/2024 11:36,"Maps selalu mengarahkan ke jalan yang jauh dansempit sulit, padahal saya sudah tau jalan yang benar, tolong di perbaiki sering saya terjebak, kadang mengarahkan ke jalan yang di tutup",negatif,"Maps selalu mengarahkan jalan jauh dansempit sulit , padahal tau jalan benar , perbaiki sering terjebak , kadang mengarahkan jalan tutup",maps selalu arah jalan jauh dansempit sulit padahal tau jalan benar baik sering jebak kadang arah jalan tutup
Dwyanuarmy Alrianputra,1,6/22/2024 8:14,"Map ini parah sekali, masa tidak bisa deteksi harga gerbang tol Karawang sadang.. Gimana ngedeteksi harga tol di daerah"" lain, harga nya suka kacau di maps ssma aslinya, terus suka ngalihin jalur sendiri tanpa persetujuan, tahu"" di alihin ke tol yang harga nya lebih mahal... Tolong dong kita penguna google maps mau di perbaiki lagi.. Terimakasih",negatif,"Map parah sekali , masa deteksi harga gerbang tol Karawang sadang .. Gimana ngedeteksi harga tol daerah '' , harga nya suka kacau maps ssma aslinya , terus suka ngalihin jalur sendiri persetujuan , tahu '' alihin tol harga nya lebih mahal ... dong penguna google maps mau perbaiki .. Terimakasih",map parah sekali masa deteksi harga gerbang tol karawang sadang gimana ngedeteksi harga tol daerah harga nya suka kacau maps ssma asli terus suka ngalihin jalur sendiri tuju tahu alihin tol harga nya lebih mahal dong penguna google maps mau baik terimakasih
Napsiah 16,2,6/22/2024 6:34,"Pengaturan linimasa seperti dulu lagi dong min sebelum update, jadi walaupun 1 email di pake 2 hp tetap terlihat linimasa nya di kedua hp itu bukan hanya terlihat di pemilik email di hp utama saja jadi kita bisa melihat linimasa orang lain",negatif,"Pengaturan linimasa dulu dong min update , jadi walaupun 1 email pake 2 hp tetap terlihat linimasa nya kedua hp bukan terlihat pemilik email hp utama jadi melihat linimasa orang",atur linimasa dulu dong min update jadi walaupun 1 email pake 2 hp tetap lihat linimasa nya dua hp bukan lihat milik email hp utama jadi lihat linimasa orang
Fan Fan,1,6/22/2024 1:32,"Linimasa di gabung 1 perangkat tidak bisa cek 1 persatu riwayat perjalanan setiap email pada hp yang berbeda, tidak seperti dulu.",negatif,"Linimasa gabung 1 perangkat cek 1 persatu riwayat perjalanan email hp berbeda , dulu .",linimasa gabung 1 perangkat cek 1 satu riwayat jalan email hp beda dulu
Al Ayyubi,1,6/21/2024 15:24,"Lokasi, gambar, foto tidak up to date. Katanya pakai satelit, tapi tidak up to date sama sekali. Nama danlokasi sering tidak akurat dantidak sesuai dengan hasil di lapangan. Banyak terdapat kesalahan nama danlokasi yang salah.",negatif,"Lokasi , gambar , foto up to date . Katanya pakai satelit , up to date sama sekali . Nama danlokasi sering akurat dantidak sesuai hasil lapangan . Banyak terdapat kesalahan nama danlokasi salah .",lokasi gambar foto up to date kata pakai satelit up to date sama sekali nama danlokasi sering akurat dantidak sesuai hasil lapang banyak dapat salah nama danlokasi salah
Eddie _,1,6/21/2024 12:39,"Kenapa akun kami jadi ditangguhkan?, lokasi tidak lagi bisa dilihat secara publik melalui google maps. Sudah mencoba untukmembuat yang baru, supaya lokasi kami terlihat di google tapi status tetap saja dalam proses berhari hari tanpa perkembangan.",negatif,"akun jadi ditangguhkan ? , lokasi dilihat publik melalui google maps . mencoba untukmembuat baru , lokasi terlihat google status tetap proses berhari hari perkembangan .",akun jadi tangguh lokasi lihat publik lalu google maps coba untukmembuat baru lokasi lihat google status tetap proses hari hari kembang
Subowo,5,6/21/2024 12:31,"Setelah diupdate malah hilang linimasa saya, padahal tidak merubah setelan apapun, untukmemilih perangkat yang mau disimpan linimasanya juga hilang tempat ceklis nya, padahal untuksaya sangat penting linimasa tsb, untukmengetahui kemana saja keluarga saya seharian.",negatif,"diupdate malah hilang linimasa , padahal merubah setelan apapun , untukmemilih perangkat mau disimpan linimasanya hilang tempat ceklis nya , padahal untuksaya sangat penting linimasa tsb , untukmengetahui keluarga seharian .",diupdate malah hilang linimasa padahal rubah setel apa untukmemilih perangkat mau simpan linimasanya hilang tempat ceklis nya padahal untuksaya sangat penting linimasa tsb untukmengetahui keluarga hari
visensius daniel,1,6/21/2024 10:21,"Kita ingin memberikan dukung ulasan orang lain tidak bisa, kita tekan membantu tiba tiba tidak terhitung memberikan ulasan. Apalagi kolom tanya jawab kita sudah ketik panjang danmengirimnya tapi tidak muncul.",negatif,"memberikan dukung ulasan orang , tekan membantu tiba tiba terhitung memberikan ulasan . kolom tanya jawab ketik panjang danmengirimnya muncul .",beri dukung ulas orang tekan bantu tiba tiba hitung beri ulas kolom tanya jawab ketik panjang danmengirimnya muncul
Ade Setiadi,2,6/21/2024 7:39,Tiap 2 hari sekali maps error dari aplikasi maxim maps mobil saya pindahin ke motor tidak bisa di klik danitu saya uninstal terus langsung update kadang 2 atau 3 hari sekali,negatif,Tiap 2 hari sekali maps error aplikasi maxim maps mobil pindahin motor klik danitu uninstal terus langsung update kadang 2 3 hari sekali,tiap 2 hari sekali maps error aplikasi maxim maps mobil pindahin motor klik danitu uninstal terus langsung update kadang 2 3 hari sekali
BALI MUSIC CHANEL,4,6/20/2024 19:15,"Tidak bisa memilih linimasa perangkat yang di inginkan. Sebelumnya bisa, setelah update hanya di perangkat sendiri terlihat.",negatif,"memilih linimasa perangkat inginkan . Sebelumnya , update perangkat sendiri terlihat .",pilih linimasa perangkat ingin belum update perangkat sendiri lihat
Rayhan Berjihad,4,6/20/2024 19:05,"Saya mau jawab pertanyaan sederhana yang hanya menjawab Ya / Tidak, tapi tidak adatombol Ya / Tidak sama sekali atau suara. Jadi bagaimana aku menjawabnya? Tolong Perbaiki cacat ini.",negatif,"mau jawab pertanyaan sederhana menjawab / , adatombol / sama sekali suara . Jadi bagaimana aku menjawabnya ? Perbaiki cacat .",mau jawab tanya sederhana jawab adatombol sama sekali suara jadi bagaimana aku jawab baik cacat
Agustinus Hariadi,5,6/20/2024 17:46,"Tolong dong maps nya suka error', yang menyebutkan, maps TDK menanggapi, soalnya lagi dibuat tarik /  gojek jadi sangat bermasalah sekali untukpara drivernya, terimakasih saudara",negatif,"dong maps nya suka error ' , menyebutkan , maps TDK menanggapi , soalnya dibuat tarik / gojek jadi sangat bermasalah sekali untukpara drivernya , terimakasih saudara",dong maps nya suka error sebut maps tdk tanggap soal buat tarik gojek jadi sangat masalah sekali untukpara drivernya terimakasih saudara
APA Ha,5,6/20/2024 14:47,"Aplikasinya sangat membantu bagi saya yang suka berpergian, tapi saya tidak tau tempat untungnya adaaplikasi google maps yang bisa mengarahkan jalan sesuai yang di tujuðŸ‘ðŸ‘",negatif,"Aplikasinya sangat membantu suka berpergian , tau tempat untungnya adaaplikasi google maps mengarahkan jalan sesuai tujuðŸ ‘ ðŸ ‘ ",aplikasi sangat bantu suka pergi tau tempat untung adaaplikasi google maps arah jalan sesuai tuju
Siti zarqaa laurinda Pribadi,1,6/20/2024 7:40,"Setelah beberapa minggu ini perjalanan saya di linimasa tidak tercatat sama sekali, sehingga fitur linimasa saya seakan tidak pergi kemana2, imbas nya ke aplikasi daring sy yang lain jadi terhambat karena informasi lokasi sy tidak terbaca oleh sistem",negatif,"beberapa minggu perjalanan linimasa tercatat sama sekali , fitur linimasa seakan pergi kemana2 , imbas nya aplikasi daring sy jadi terhambat informasi lokasi sy terbaca sistem",beberapa minggu jalan linimasa catat sama sekali fitur linimasa akan pergi kemana2 imbas nya aplikasi daring sy jadi hambat informasi lokasi sy baca sistem
Antoni Wijaya,1,6/19/2024 23:40,"semakin buruk, linimasa tidak jalan, tidak bisa pilih perangkat mana yang mau diaktifkan, benar2 mengecewakan....!!! kembalikan histori / linimasa seperti dulu...!!!",negatif,"semakin buruk , linimasa jalan , pilih perangkat mana mau diaktifkan , benar2 mengecewakan .... ! ! ! kembalikan histori / linimasa dulu ... ! ! !",makin buruk linimasa jalan pilih perangkat mana mau aktif benar2 kecewa kembali histori linimasa dulu
irmawati berutu,1,6/19/2024 20:15,Lebih bagus lagi yang kemarin. Yang terbaru tidak bisa melihat linimasa suami. Padahal dulu bisa melihat linimasa suami saya dari hp saya pake akunnya. Tolong dong diperbaiki supaya saya bisa melihat linimasa suami saya dari hp. saya ðŸ™,positif,Lebih bagus kemarin . terbaru melihat linimasa suami . Padahal dulu melihat linimasa suami hp pake akunnya . dong diperbaiki melihat linimasa suami hp . ðŸ™,lebih bagus kemarin baru lihat linimasa suami padahal dulu lihat linimasa suami hp pake akun dong baik lihat linimasa suami hp
