userName,score,at,content
fadlie ardianto,1,7/1/2024 18:30,tolong ditambahkan opsi rute untuk melewati jalan protokol saja supaya tdk dilewatkan jalan kecil dan terpencil jalan kampung jalan pedesaan
Rika Riana,1,7/1/2024 17:48,habis di update linimasanya malah jadi jelek gak bisa pantau anak lagi dimana krn udh gak ada pilihan tautan email diperangkat lain jadi linimasa di hp ku sama di hp anak beda balikin lg kek dulu aja sih yg bisa ceklist pilih perangkat hp lainnya biar lebih mudah pantau anak dan suami kalau lagi gak di rumah padahal linimasa sangat berguna bagi orang tua yg khawatir ketika anaknya lagi di luar rumah
Priskayu Wulan,5,7/1/2024 10:09,google maps sangat membantu saya untuk menemukan tempat baru yang ingin saya kunjungi kemudian dengan fitur google maps juga mempermudah kita untuk mengetahui jarak tempuh yang akan kita lalui
INDRA ARDIANSYAH,1,7/1/2024 8:56,setelah update ada beberapa akun google tidak bisa menampilkan histori perjalanan yang di kunjungi di fitur linimasa tolong di perbaiki
Fiqri people,3,7/1/2024 1:56,tingkatkan lagi kualitas navigasi nya bos rute mobil lewat jalur alternatif malah di lewatkan ke tol atas parah parah
Yayan Octaviana,1,6/30/2024 12:17,pengguna google maps izin sharing google maps semakin kesini semakin banyak kesalahan error lambat tampilan hilang saat mode kecil intinya aja semakin buruk
Nasikhatu Rosalina; Rose,1,6/30/2024 10:06,setelah di update versi terbaru histori linimasa hanya bisa muncul di masing perangkat meski akun nya masuk di dua perangkat padahal histori perangkat berguna banget buat mantau kemana seseorang pergi malah sekarang ada kebijakan baru seperti itu tolong atur lagi seperti awal agar histori di dua perangkat dalam satu akun terlihat di kedua perangkat tersebut
Eko Priyanto,1,6/30/2024 7:55,maps sekarang enggak sambung lagi seperti dulu lagi apa sudah kebanyakan online pakai tiap hari jadi hilang suka ketinggalan saya pengguna jasa online maps nya tidak biru titik nya abu abu terus di buka dulu baru balik lagi maps nya kita sudah di mana dia masih ketinggalan tempat semula tolong di perbaiki lagi
MOC,1,6/29/2024 12:22,sudah di titik lokasi tapi enggak ada apa dan tersesat di hutan jalan rusak berkali kali cari lokasi tujuan selalu harus muter enggak jelas ujung nya putar balik dan enggak jadi ke tujuan
uun uno,3,6/28/2024 18:53,untuk rute perjalanan saat ini tidak tersedia melalui tol dan tidak punya saja tapi punya temen saya pun seperti itu yang tahu alasannya kenapa tolong jelaskan alasannya
Iyojehh,3,6/28/2024 17:11,assalamualaikum developer saya cuma kasih tahu kalo update sekarang banyak kekurangan yaitu saat ngedit tempat di linimasa disitu muncul tulisan terjadi error padahal kan waktu berkunjung ke suatu tempat itu sama lalu kenapa harus di ubah lagi terus begitu juga dengan tempat kunjungannya di linimasa pas dilihat lagi ternyata banyak yang di hapus apalagi tanggalnya di coret gak kayak dulu kalo pas edit langsung selesai namun sekarang kok beda dengan linimasa yang dulu saya minta perbaiki lagi
Kusuma Samiazi,5,6/28/2024 12:20,aplikasi untuk navigasi dan petunjuk arah yg cukup bagus saran mohon untuk di tambahkan update navigasi jalan untuk deteksi ketika jalan ditutup akibat adanya tenda orang punya hajat sehingga bisa antisipasi dan tidak sampai putar balik
Ruminta Sihombing,1,6/28/2024 8:19,bintang satu kamu kembalikan versi lama dong kenapa linimasa sekarang gak bisa dilihat di hp lain jadi gini kan gak bisa cek lokasi keluarga anak dll di update malah tolol banget tolong deh sudah bagus versi lama tolong diperbaiki lagi dong sekarang seperti tidak ada gunanya lagi ini aplikasi rusak banget
Robertus Mulia,1,6/27/2024 20:35,halo google maps hari ini tgl  juni  kenapa minta pembaruannya sampai  x memang nya ga pakai kuota pembaruannya betulin sistem programnya tuh
Aji Firmansyah,3,6/27/2024 19:41,makin di update makin kacau saya driver ojol kalau di arahkan ke jalan yg salah atau lebih jauh rugi waktu dan biaya gimana sih developer yg bikin aplikasi ini diperbaharui bukannya makin akurat malah makin kacau
Fahmi Abdillah,3,6/27/2024 10:03,aplikasinya berguna tapi seharusnya aplikasi ini masih bisa digunakan saat hp saya mati karena aplikasi kontrol orang tua kalau misalnya saya tersesat baru hp saya mati jadi kayak mana dong aku pernah ngalamin makanya buat aplikasi ini bisa dibuka walau pun hp kita mati karena aplikasi kontrol orang tua
abun bun,4,6/26/2024 15:05,sampai tujuan dengan selamat dan jauh lebih cepat karena ada petunjuk yg cukup akurat kadang saja suka agak kacau apa karena internet nya lambat
sugengfm fm,5,6/25/2024 23:29,sering berubah jadi abu abu dan sinyal navigasi selalu hilang padahal sudah pake wifi tolong di perbaiki maps nya
Tirsya beta Ramanuzan,5,6/25/2024 22:23,sangat membantu sekali dan menarik tentunya dong lokasi tepat strategis layanan terjangkau memudahkan
Mohamad Agung Haryono,3,6/25/2024 21:16,tidak bisa mengarahkan kawasan ganjil genap padahal plat saya tidak sesuai tetapi maps terus mengarahkan lewat kawasan ganjil genap tanpa ada alternatif rute lain
Risma Adinda,1,6/25/2024 21:02,untuk linimasa maps sekarang tidak sebaik yang dulu jika yang dulu bisa cek linimasa di email orang lain sekarang tidak bisa cek linimasa sangat buruk google maps versi sekarang
Lia Aranku,5,6/25/2024 20:45,aku kemarin sempat bermasalah dengan kerak gigi mau ke dokter gigi malu banget karena belum prnh scaling sama sekali tapi beberapa rekomendasi teman disuruh kesini dan aku benar keseal kenapa ga kesini dari dulu tempatnya baik pelayanannya ramah dan super sigap dan yang bikin aku nyaman mereka terima aku tanya juga dijawab dengan detail mantab banget sih rekomendasi
Galih Hidayatullah,5,6/25/2024 20:23,gmaps adalah aplikasi bagus yang bisa menunjukkan suatu tempat yang sulit di cari dengan menggunakan gmaps itu memudahkan
Audya Audya,1,6/25/2024 15:34,tolong dong di perbaiki lagi seperti dulu sekarang gak bisa liat linimasa suami sayamalah ada tulisan google maps offline harap periksa internet anda padahal jelas internet saya bagus dan lancar parahnya lagi sekarang gak bisa dibuka malah ada tulisan tidak mendukung di hp android anda kacau sumpah mohon diperbaiki lagi lah kalo mau dikasih bintang banyak minimal diperbaiki linimasa maps nya bikin orang emosi saja udah  hari saya gak bisa liat linimasa maps suami saya
Agus Achmadi,5,6/25/2024 8:42,aplikasi yang luar biasa tetapi kalau bisa opsi rute ditambah untuk kendaraan besar bus atau truk karena kadang saat pakai kendaraan besar tidak bisa melewati rute mobil
ari parma,1,6/25/2024 4:59,dulu histori lokasi sangat akurat rute jarak tempuh harian akurat sekarang semakin jelek jarak tempuh tidak terbaca padahal ratusan kilo meter perjalanan harian terbaca cuma puluhan rute jalan harian yang dilewati tidak tahu lagi karena histori linimasa sering eror
Nur Kholisoh,2,6/24/2024 23:30,kembalikan maps seperti saat masih histori maps saat ada pembaruan jadinya tidak bisa liat histori perjalanan di  akun yg tertaut dengan  perangkat sebelum nya normal saja udh bagus setelah ada pembaruan malah bobrok gini jadinya gabisa mantau padahal itu sangat membantu sekali untuk yg jauh dari keluarga
Maretha,1,6/24/2024 20:18,linimasa hilang semua tidak bisa milih linimasa perangkat yang mau diaktifkan jelek tolong balikin seperti versi sebelumnya
Masjid Almahfudz,1,6/24/2024 17:22,beberapa bulan terakhir ini linimasa tdk bisa berfungsi dengan baik bahkan tidak bisa merekam jejak perjalanan lokasi tempat dan waktu seseorang pada saat hp lain yang menggunakan satu email dengan kita berada di lain daerah
Djadid Choderi,5,6/24/2024 7:39,bagus sekali mudah digunakan daripada pakai di whatsapp selalu tepat karena kalau di whatsapp pemakai tidak di tempat kirim petunjuk arah bisa nyasar hahaha
Rumah Gaming,1,6/24/2024 1:42,kenapa sih sekarang kenapa dibuat upload foto di tambahkan info terbaru selalu gak bisa dan dimintai foto dengan format aneh balikin lg ke asalnya woi gak semua foto saya di format yg diminta kebanyakan foto saya di format jpg benarin lagi bangsat
Joko Umbaran,1,6/24/2024 1:34,tolong kembalikan ke versi sebelumnya saja karena di update malah jadi buruk buat jelek buat ngacau alias tdk bekerja dgn semestinya seperti biasanya
kosong sejati,1,6/23/2024 17:49,dulu sngat mudah untuk mengoperasika skrng mau melakukan perjalanan drai kota a ke kota b tp tidak ada menu tombol mulai jd panahnya ga bergerak sama sekali sampai di tujuan intinya tidak bekerja di redmi 
Susilo Yudi Saputra,4,6/23/2024 14:37,akhir akhir ini loading nya lama bgt seperti mencari rute itu nya lama bgt padahal jaringan dan kuota ada dan bagus tp knp google maps gitu
Rieta Andita,1,6/22/2024 16:36,navigasinya kurang tepat padahal aplikasinya sudah saya update tp kenapa navigasinya malah nyasar ke gang sebelah kasihan kurir yg mau antar paket ke saya harus nyasar di gang saya seharusnya di perbarui masa navigasi tahun  gak diperbarui sama sekali kalo kayak seperti ini gmn skrg yg betul kalo kasih navigasi kasijan orang kesasar
Mask Riders17,1,6/22/2024 14:39,linimasa ga berfungsi kenapa nih linimasa saya ga ada riwayat perjalanannya tanggal perharinya di coret semua padahal pengaturan linimasa aktif setelah di update kenapa jadi kacau kaya gini sih mengecewakan
Usman Ismail,1,6/22/2024 11:36,maps selalu mengarahkan ke jalan yang jauh dan sempit sulit padahal saya dah tau jalan yang benar tolong di perbaiki sering saya terjebak kadang mengarahkan ke jalan yg di tutup
Dwyanuarmy Alrianputra,1,6/22/2024 8:14,map ini parah sekali masa ga bisa deteksi harga gerbang tol karawang sadang gimana ngedeteksi harga tol di daerah lain harga nya suka kacau di maps ssma aslinya terus suka ngalihin jalur sendiri tanpa persetujuan tahu di alihin ke tol yg harga nya lebih mahal tolong dong kita penguna google maps mau di perbaiki lagi terimakasih
Napsiah 16,2,6/22/2024 6:34,pengaturan linimasa seperti dulu lagi dong min sebelum update jadi walaupun  email di pake  hp tetap terlihat linimasa nya di kedua hp itu bukan hanya terlihat di pemilik email di hp utama saja jadi kita bisa melihat linimasa orang lain
Fan Fan,1,6/22/2024 1:32,linimasa di gabung  perangkat tidak bisa cek  persatu riwayat perjalanan setiap email pada hp yg berbeda tidak seperti dulu
Al Ayyubi,1,6/21/2024 15:24,lokasi gambar foto tidak up to date katanya pakai satelit tapi tidak up to date sama sekali nama dan lokasi sering tidak akurat dan tidak sesuai dengan hasil di lapangan banyak terdapat kesalahan nama dan lokasi yang salah
Eddie _,1,6/21/2024 12:39,kenapa akun kami jadi ditangguhkan lokasi tidak lagi bisa dilihat secara publik melalui google maps sudah mencoba untuk membuat yang baru supaya lokasi kami terlihat di google tapi status tetap saja dalam proses berhari hari tanpa perkembangan
Subowo,5,6/21/2024 12:31,setelah diupdate malah hilang linimasa saya padahal tidak merubah setelan apapun untuk memilih perangkat yg mau disimpan linimasanya juga hilang tempat ceklis nya padahal buat saya sangat penting linimasa tsb untuk mengetahui kemana saja keluarga saya seharian
visensius daniel,1,6/21/2024 10:21,kita ingin memberikan dukung ulasan orang lain tidak bisa kita tekan membantu tiba tiba tidak terhitung memberikan ulasan apalagi kolom tanya jawab kita sudah ketik panjang dan mengirimnya tapi tidak muncul
Ade Setiadi,2,6/21/2024 7:39,tiap  hari sekali maps error dari aplikasi maxim maps mobil saya pindahin ke motor tdk bisa di klik dan itu saya uninstal trus langsung update kadang  atau  hari sekali
BALI MUSIC CHANEL,4,6/20/2024 19:15,tidak bisa memilih linimasa perangkat yang di inginkan sebelumnya bisa setelah update hanya di perangkat sendiri terlihat
Rayhan Berjihad,4,6/20/2024 19:05,saya mau jawab pertanyaan sederhana yang hanya menjawab ya tidak tapi tidak ada tombol ya tidak sama sekali atau suara jadi bagaimana aku menjawabnya tolong perbaiki cacat ini
Agustinus Hariadi,5,6/20/2024 17:46,tolong dong maps nya suka error yg menyebutkan maps tdk menanggapi soalnya lagi dibuat tarik gojek jd sangat bermasalah sekali buat para drivernya terimakasih saudara
APA Ha,5,6/20/2024 14:47,aplikasinya sangat membantu bagi saya yang suka berpergian tapi saya ga tau tempat untungnya ada aplikasi google maps yang bisa mengarahkan jalan sesuai yang di tuju
Siti zarqaa laurinda Pribadi,1,6/20/2024 7:40,setelah beberapa minggu ini perjalanan saya di linimasa tidak tercatat sama sekali sehingga fitur linimasa saya seakan tidak pergi kemana imbas nya ke aplikasi daring sy yg lain jadi terhambat karena informasi lokasi sy tidak terbaca oleh sistem
Antoni Wijaya,1,6/19/2024 23:40,semakin buruk linimasa tidak jalan tidak bisa pilih perangkat mana yg mau diaktifkan benar mengecewakan kembalikan histori linimasa seperti dulu
irmawati berutu,1,6/19/2024 20:15,lebih bagus lagi yg kemarin yang terbaru tidak bisa melihat linimasa suami padahal dulu bisa melihat linimasa suami saya dari hp saya pake akunnya tolong dong diperbaiki supaya saya bisa melihat linimasa suami saya dari hp saya
Mukti Irianingsih,5,6/19/2024 18:56,saya sangat terbantu dengan geogle maps jika rindu kampung halaman dan bisa mengontrol keadaan rumah walau jarak jauh dan juga membantu cari alamat jika berpergian semoga kedepannya lebih canggih lagi
Andry Rustam,5,6/19/2024 15:37,ini saya kasih bintang  semoga maps dapat memperbaiki sistem nya dan jika ada pemotongan bulanan terhadap aplikasi livin mandiri mohon di sertakan rincian nya
Lukman Hakim,5,6/19/2024 10:06,aplikasi nya memang bagus walaupun sy sering tertinggal mapsnya tp sy tetap ksh bingtang  cuma sy mau tanya kenapa maps nya sy sering eror setiap mau berbagi tidak bisa sesuai titik
Josephine Ellena,1,6/18/2024 10:05,setelah update malah bikin bingung biasanya saat cari rute bisa langsung mulai dari titik tapi sekarang harus isi rute berangkat dan tujuan
Rina Listia,1,6/18/2024 8:48,saya sudah ganti jenis maps nya ke satelit tapi tetap berganti ke default tolong diperbaiki lagi bug nya
Turitno Ritno,1,6/18/2024 6:26,kenapa sekarang maps makin jelek tidak ada pilihan kendaraan motor terus jalurnya tidak otomatis menyesuaikan arah jadi sangat merepotkan saat berkendara harus putar layar jadi utk sekarang mau ga mau pakai aplikasi lain dulu sangat kecewa
Ryan Goojek,5,6/18/2024 0:29,buat kalian driver ojol yg mau bagus akun nya sering sering upgrade maps usahakan akurasi gps tinggi saya bukan nya promosi hp ya maaf maaf aja saya pakai realmi c ram  akurasi gps stabil bisa di atur akurasi tinggi enak bgt kalau pakai gojek orderan stabil sehari full pagi sampai malam alhamdulillah tembus  kadang lebih yg penting akurasi gps tinggi usahakan cari lokasi ramai order contoh jam berangkat sekolah pulang sekolah pulang kerja jam kerja cari lokasi ramai org
singgih prayogi,5,6/17/2024 14:02,seharusnya google maps ini menambahkan fitur kondisi cuaca di setiap jalan yang akan di lalui oleh pengguna sehingga pengguna gmaps khususnya di indonesia agar bisa persiapan mantel hujan bagi pengendara motor
Gondo Adi,1,6/17/2024 8:45,bukanya jalan tercepat tapi menuju jalan yang terjal dan curam aneh sangat aneh bukanya lebih cepat malah menuju jalan jalan yg jarak tempuhnya lebih lama
lela fashyaf,2,6/17/2024 2:05,kak tolong dong balikin linimasa maps yg di google yg sebelumnya kan historis maps sekarang ganti linimasa maps namanya kan nah tp sekarang kendalanya kenapa ketika menautkan akun email lain ke hp kita mau lacak linimasa nya jadi ga muncul di google maps malah munculnya sesuai di hp kita tolong dong balikin seperti dulu lagi biar bisa liat mana tahu maps dari akun lain seperti dulu lagi pokoknya yg sekarang ga enak bgt pembaruannya jadi hilang semua
Mr. Fath,1,6/16/2024 13:29,sekarang kenapa linimasa nya cuman bisa di liat dari  hp doang tolong lah google kembalikan seperti semula aneh banget linimasa cmn bisa di liat  hp doang padahal email nya sama
Miftahul Muzdalifah,5,6/16/2024 12:37,bertahun tahun pake aplikasi ini alhamdulillah ya memudahkan buat pergi kemana mana liburan jadi ga ribet buat cari lokasi yang bagus bagus
Fa,5,6/16/2024 11:40,gps gak jalan gps ketinggalan sangat jauh padahal kendaraan sudah jalan biasanya gps selalu ikut kemanapun kita jalan meskipun kita gak mengikuti jalan yang disarankan gmap tapi sekarang gps diam kadang ada tulisan gps sedang memindai lokasi kalau gak salah padahal sudah saya update sementara ini saya pakai waze karena bug bug tersebut
Exel Exel,5,6/16/2024 8:54,goggle maps adalah salah satu aplikasi terbaik karena dapat membatu di perjalanan yang kita kurang tahu semoga goggle maps makin sukses dan berkembang bagus
Dhoblank Junior,1,6/16/2024 6:37,rute sering salah sering kali kasih rute berputar jauh untuk ke lokasi tujuan sekalinya ngasih jalur alternatif ga jelas jalurnya jalan gang yg udh lama mati diportal bagus ga pernah dilalui pengendara masih terarah ke jalan tersebut bug parah buat ojol harus dilihat manual dan harus punya modal hafal jalan baru bisa baca maps nya kacau dah pokoknya
Alex Ander,2,6/14/2024 14:35,mencari maps petunjuk arah lemot sekali gerakan nya dan malah kacau jalan nya mau di update tapi ga bisa tolong segera di perbarui agar lebih bisa akurat dan bisa di gunakan dgn baik
Soelis Widayanto,1,6/14/2024 13:12,maps nya sungguh kacau berantakan setiap mau sampai lokasi titik kok mlh jadi kecil maps nya ada belokan apa gk gk kelihatan di update bukan nya tmbh bagus mlh nyungsep bagusan yg versi lama malahan tolong ditinjau kembali agar tdk mengecewakan pengguna
Alen Bobo,2,6/14/2024 10:36,sudah setahun lebih maps belum ada foto satelit baru dari  akhir sampai dengan skg  kelihatan tanah kosong saja padahal sudah jadi komplek setahun lebih
Dhaiya Phonk,4,6/14/2024 6:41,halo google aplikasi oke tapi terkadang lokasi siap dan perjalanan tidak sesuai kalau bisa di pantai dan di perbaiki sistemn ya untuk area surabaya utara dari jalan dan gang kampung terimakasih google
Samuel Stefanus,5,6/13/2024 21:35,untuk masukan update ke depan saya kasih masukan agar ada sistem kendaraan mobil kecil dan mobil besar karena semua driver gk semuanya mengendarai mobil pribadi mobil kecil agar sistem jalan nya ada sendiri pengalaman saya menggunakan maps mengendarai mobil besar di arahin ke jalan yg kecil mana bisa tolong deh di update lagi dari pihak pengembang
ZUL 383,2,6/13/2024 21:01,jangan  percaya google mapa bijak menggunakan aplikasi ini dan selalu bertanya daerah yg dikira sangat asing dan hati jika melewat jembatan
Alfariz R,1,6/13/2024 18:03,tidak sesuai bang mapsnya portalnya tidak dukung di bus  mohon update secara keseluruhan agar fitur portal bisa digunakan di semua jenis kendaraan
Mohammad Sjaiful Aziz,5,6/13/2024 16:02,kalau bisa ditambahi untuk kendaraan muatan barang soalnya kadang ada jalan larangan untuk kendaraan bermuatan yang mungkin driver terlalu fokus melihat rute dan mengabaikan rambu rambu lalu lintas
Riri ayu Handayani,2,6/13/2024 6:53,kenapa semarang linimasa sy tidak berjalan ya dan ada tulisannya pergi pukul  padahal jam segitu saya dirumah dan tidak meninggalkan tempat tersebut setelah ada pilihan pencadangan akhirnya maps saya tidak berfungsi dengan baik kembalikan ke pengaturan normal dong maps nya
Shodiek,1,6/12/2024 22:58,kacau maps nya kalau sudah masuk gang pasti nyasar dan kadang gk sesuai biar alamat pinggir jalan raya besar juga di kasih nyasar kan gk nyambung mohon di tingkatkan lagi dong maps nya
Sefti Winatia,5,6/12/2024 19:29,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat dan peta yang terperinci membuat perjalanan menjadi lebih mudah dan efisien pokonya gmaps mantap sangat membantu saat menuju alamat yang baru pertama kali di tuju
Erma Kurniawati,5,6/12/2024 15:10,sangat membantu apalagi kalau lagi survey cek tempat menginap di kota lain cari makanan yg enak juga bagus pake maps alhamdulillah ga pernah nyasar kalo dipakai buat cari alamat yg baru dikunjungi
Resta Lestari,5,6/12/2024 14:01,coba tambah opsi untuk mobilnya misal mobil pribadi bengkel double soalnya pemakai maps bukan hanya mobil kecil
Yuyu,4,6/12/2024 7:40,google maps kenapa sekarang linimasa gak bisa perangkat lain hp kemaren enak aja sekarang malah harus pakai persingkat sendiri kan jadi gak bisa pantau perangkat lain di hp kita tolong dong dikembalikan seperti dulu
Tailbarqhoi Barqhoi,3,6/12/2024 7:13,kuota banyak tp sering hilang signal gps buat kacau perjalanan gk seperti dulu lancar sekarang tambah kacau selalu bilang signal gps hilang
Alesha Joice Fayola,1,6/12/2024 4:27,tolong kembalikan maps ke versi lama kenapa maps sekarang ga bisa buka linimasa harus memakai hp versi tertentu kembalikan seperti dulu yang bisa buka linimasa di tiap tipe hp dan setiap waktu
Andriano Gilang Permana,2,6/11/2024 21:59,kenapa navigasi nya ga ikutin arahan dari maps malah kita sendiri yang zoom maps nya tolong diperbaiki secepatnya sangat mengecewakan
Erna Widia,5,6/11/2024 18:31,google maps adalah salah satu apk yg bisa membantu orang yang susah mencari suatu jalan tempat apk ini keren bisa lebih memudahkan suatu pengemudi ketika kebingungan mencari jalan
Suharno Semito,4,6/11/2024 18:24,sudah banyak peningkatan namun perlu ada peningkatan lagi yaitu perlu ada pilihan mode siang dan mode malam otomatis seperti di aplikasi navigasi sebelah ketika jam   mode siang temanya terang saat jam   masuk mode malam tema gelap sehingga tidak menyilaukan mata saat mengemudi pada malam hari
Fuad Adiyansyah,1,6/11/2024 10:21,posisi orang sudah sampai di titik lokasi tetapi kendaraan masih jauh tertinggal aplikasi kerjanya lambat dan lama
Rahma Liza,5,6/11/2024 5:56,sangat membantu untuk berpergian kebanyak tempat tidak repot bertanya kesetiap orang cukup dgn google maps hampir semua daerah sudah terjangkau dgn google maps semoga kedepan makin sempurna lagi terimakasih google maps
Adi Darmawan,4,6/11/2024 5:05,sejauh ini membantu banget sih tapi kadang apk nya kadang ngebug pas ngeliat daerah jalan gitu dan tolong ya google pas kita sudah milih rute awal sama rute yang kita tuju sepanjang jalan birunya itu bisa kita klik daerah yang kita ragu yang kita tidak kita ketahui itu aja kurangnya soalnya kalo di lihat dari view jalan ga ngotak jauh banget mana daerahnya cuma beberapa ada jalan yang seperti ada pertigaan perempatan itu di skip jadi saya ga tahu pasti jadinya arah jalannya kemana sekian itu aja
Rendra Abdillah Mukti,1,6/10/2024 20:48,aplikasi jelek masa ganti nama tempat saja gak disetujuin padahal cuma ganti loh dan itu yg namain kan pake akun saya nah terus aku mau ganti nama lagi eh malah ga bisa dasar google maps jelek aplikasi ga jelas minimal perbaiki lah mudahin untuk ganti nama tempat
Praditya Lukmansyah,5,6/10/2024 11:33,terimakasih gmaps berkat fitur street view sama linimasanya aku bisa jadi liat banyak kenangan indah yg mungkin ga bisa terulang lagi kembangin lagi ya banyak fitur bagusnya dan tolong masuk gang yang sedang biar bisa lihat banyak kenangan lagiterimakasih
Llinda Wln,5,6/10/2024 0:06,google maps adalah aplikasi navigasi terbaik yang pernah saya gunakan akurasinya luar biasa dan petunjuk arah yang diberikan sangat jelas dan mudah diikuti fitur penunjuk lalu lintas real time sangat membantu dalam menghindari kemacetan dan informasi mengenai tempat tempat menarik di sekitar sangat berguna antar mukanya juga user friendly dan terus diperbarui dengan fitur fitur baru yang semakin memudahkan pengguna sangat direkomendasikan untuk semua kebutuhan navigasi anda
Gus Indra,4,6/9/2024 23:39,sudah baik namun harus ditingkatkan lagi akurasinya masih kurang masih sering mengarahkan ke jalan yang ditutup portal kalau daerah perumahan dan kadang memilih rute gang buntu padahal tidak ada jalan buat kendaraan
Jodi Jodiya,4,6/9/2024 20:08,saran buat google maps untuk jalan pelosok yang tidak bisa di jangkau mobil untuk tim foto jalan lapangan bisa pakai motor biar maps bisa mencapai pelosok desa
Daniel Pramono,1,6/9/2024 18:36,tambah kacau aja ni maps makin hancur perhitungan jarak dan durasi perjalanannya banyak yg kacau dan gak jelas
Galang Candrawasta,5,6/9/2024 18:11,semakin bagus dan akurat sangat membantu kita dalam berpergian sangat membantu juga dalam melihat maps yang belum pernah di lewati tingkatkan terus googlemaps
Jefry Asmoro Diyatno (emon tuju tiga),1,6/9/2024 16:44,google maps kualitasnya tidak patut dibanggakan terlebih hasil potret dari satelit buram alias kurang jelas dan sangat mengecewakan saya sebagai pengguna kecewa berat dengan google maps sangat miris
Yumna Nuraeni,5,6/9/2024 15:35,aku setiap kemana pun selalu pake gmaps pokoknya aku suka banget ini memudahkan aku untuk terus berjalan menuju tujuanku dengan mudah worth it deh
nicolas s,3,6/9/2024 0:07,saya merasa maps memang sangat membantu dalam perjalanan yang tidak kita ketahui tapi maps memiliki problem yang selalu ada setiap saya ingin pergi dan itu bukan hanya sekali saja tetapi berkali kali mengapa jika kita menjalani rute tersebut selalu saja dibawa kedalam perkampungan atau desa padahal ada jalan raya yang luas dan cepat saya merasa maps hari hari ini selalu error saya selalu dibawa nyasar sampai sampai saya harus nanya ke orang mana jalan yang benar semoga pernyataan ini tersampaikan
ahmad kosasih,2,6/8/2024 23:28,aplikasi minta di update terus mending kalau di update tambah bagus setelah di update malah makin enggak beres contoh history linimasa masa tiap hari history saya ke kota tangerang sama monas terus padahal saya enggak kemana yg lebih parah pernah saya tes jalan yg sudah saya lalui malah di anjurkan ke jalan yg lebih macet sayang aplikasi bawaan hp kalau emang bisa di copot mending gue copot aja masih ada aplikasi waze sistem bobrok
Sae_Zhein _016,1,6/8/2024 23:25,sampai sekarang petunjuk arah suka bikin pusing mau belok ternyata masih jauh giliran terus lewat ehh malah belok yg udah kelewatan jauh ya akhirnya puter balik dong ngasih jalan pintas buat pemotor suruh ngelewatin jalan setapak yg ga bisa di lalui buat motor dan khusus pejalan kaki saja dah gitu titik biru di lokasi maps tidak sesuai lokasi asli
Manaada 1,5,6/8/2024 19:48,navigasi yang akurat navigasi google maps sangat akurat dan andal saya sering menggunakan aplikasi ini untuk bepergian ke tempat tempat baru dan selalu berhasil sampai di tujuan dengan tepat waktu petunjuk arah yang diberikan sangat jelas dan mudah diikuti
Suheriyanto Soleh,4,6/8/2024 7:02,alhamdulillah google maps sangat membantu perjalanan yang cepat dan tanpa kendala namun kadangkala dilewatkan pada jalan terobosan yang sempit sehingga tidak bisa berpapasan dengan mobil lainnya nah akhirnya justru menjadi masalah karena harus mengalah salah satunya
Anton Mulyadi (Anton_Vianny),1,6/7/2024 22:38,walaupun lokasi sudah diberi catatan saat menyimpannya namun sangat sulit untuk mencarinya kembali karena tdk ada fitur pencarian untuk mencari kata kunci pada lokasi yg pernah tersimpan sehingga harus scrolling di list lokasi tersimpan secara manual
abay zen,1,6/7/2024 22:00,aplikasi semakin buruk setelan tema selalu terang tidak fungsi baru pakai  menit tampilan terang tiba berubah menjadi gelap tampilan tidak jelas tampilan malam sangat menggangu perjalanan di siang hari
Abdul Jalal,3,6/7/2024 21:56,bisa dibilang saya tiap hari menggunakan maps dan saya suka namun beberapa hari ini tampilannya kok jd kebalik hp harus ikut diputar supaya sesuai sama tampilan peta parah
novalind johan,3,6/7/2024 8:38,kenapa gmaps saya seringkali signal lost dan seringkali telat membuat saya jadi sering salah jalan di sebabkan maps nya terlambat sudah saya update tapi tetap saja begitu adakah cara supaya gmap menjadi lebih baik
Rhisti Amelia,5,6/7/2024 8:18,aplikasi yang sangat luar biasa bisa membantu saat kita baru pertama kali ke suatu tempat dan juga sudah sesuai titik buat yang kita tuju aplikasi ini sangat bermanfaat sekali untuk saya yang suka traveling intinya mantap deh
Herul Saleh,1,6/6/2024 20:30,saya driver taksi tetapi kenapa ya maps nya sekarang selalu berpindah pindah ga jelas posisi saya di toll tetapi maps di luar toll apalagi sudah masuk komplek perumahan maps muter muter ga jelas membuat saya bingung arah yg tujuan saya padahal sudah saya update maps nya sehingga saya dapat keluhan dari pelanggan kami seolah olah kita sengaja muter muter tolong di perbaiki
Edy Putra,2,6/6/2024 14:48,kenapa linimasi terkadang kilometernya tidak ke simpan padahal sinyal ada histori lokasi aktif minta tolong untuk perbaikan ke depannya
Abia Ayeb,1,6/6/2024 0:27,saya tak suka dg update terbaru ini selesai dengan mode rute sepeda motor dan saat kembali mau menggunakan mode pejalan kaki tidak bisa digunakan ini sangat menyulitkan saya untuk mencapai titik koordinat tujuan sebenarnya dan sangat menyebalkan
MAS bro,1,6/5/2024 23:14,tolong untuk tahun yang lalu jangan di hapus karena itu bisa menjadi kenangan pada sebuah tempat dan mohon agar mem nampilkan ulang di area jalan  karna sudah banyak bangunan yang berubah agar orang tidak salah saat melewati jalan yang sudah beda dari sebelumnya nanti aku penuhin bintangnya
